,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group
3061,216,207.0,9,1,0,5.0,10.0,9.0,9.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3064,216,210.0,9,1,0,5.0,10.0,9.0,9.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3065,216,211.0,9,1,0,5.0,10.0,9.0,9.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3068,217,194.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.0,16.0,20.0,16.0,18.0,2
3069,217,195.0,9,1,1,7.0,10.0,10.0,7.0,10.0,15.38,19.23,19.23,19.23,13.46,2
3073,217,199.0,9,1,1,7.0,10.0,10.0,7.0,10.0,17.5,17.5,20.0,12.5,20.0,2
3074,217,200.0,9,1,1,7.0,10.0,10.0,7.0,10.0,13.21,18.87,18.87,16.98,16.98,2
3075,217,201.0,9,1,0,7.0,10.0,10.0,7.0,10.0,15.38,17.31,17.31,17.31,17.31,2
3076,217,202.0,9,1,1,7.0,10.0,10.0,7.0,10.0,15.38,19.23,19.23,19.23,15.38,2
3077,217,203.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.0,20.0,18.0,20.0,18.0,2
3078,217,204.0,9,1,0,7.0,10.0,10.0,7.0,10.0,19.61,15.69,17.65,15.69,17.65,2
3079,217,205.0,9,1,0,7.0,10.0,10.0,7.0,10.0,15.38,17.31,19.23,19.23,11.54,2
3081,217,207.0,9,1,0,7.0,10.0,10.0,7.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3084,217,210.0,9,1,0,7.0,10.0,10.0,7.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3085,217,211.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3088,218,194.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.0,16.0,20.0,16.0,18.0,2
3089,218,195.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,19.23,19.23,19.23,13.46,2
3093,218,199.0,9,1,0,7.0,6.0,10.0,3.0,10.0,17.5,17.5,20.0,12.5,20.0,2
3094,218,200.0,9,1,0,7.0,6.0,10.0,3.0,10.0,13.21,18.87,18.87,16.98,16.98,2
3095,218,201.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,17.31,17.31,17.31,17.31,2
3096,218,202.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,19.23,19.23,19.23,15.38,2
3097,218,203.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.0,20.0,18.0,20.0,18.0,2
3098,218,204.0,9,1,0,7.0,6.0,10.0,3.0,10.0,19.61,15.69,17.65,15.69,17.65,2
3099,218,205.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,17.31,19.23,19.23,11.54,2
3101,218,207.0,9,1,0,7.0,6.0,10.0,3.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3104,218,210.0,9,1,0,7.0,6.0,10.0,3.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3105,218,211.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3108,219,194.0,9,1,0,7.0,7.0,9.0,6.0,6.0,16.0,16.0,20.0,16.0,18.0,2
3109,219,195.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,2
3113,219,199.0,9,1,1,7.0,7.0,9.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,2
3114,219,200.0,9,1,0,7.0,7.0,9.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,2
3115,219,201.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,17.31,17.31,17.31,17.31,2
3116,219,202.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,19.23,19.23,19.23,15.38,2
3117,219,203.0,9,1,0,7.0,7.0,9.0,6.0,6.0,16.0,20.0,18.0,20.0,18.0,2
3118,219,204.0,9,1,0,7.0,7.0,9.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,2
3119,219,205.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,17.31,19.23,19.23,11.54,2
3121,219,207.0,9,1,1,7.0,7.0,9.0,6.0,6.0,17.31,13.46,17.31,19.23,19.23,2
3124,219,210.0,9,1,0,7.0,7.0,9.0,6.0,6.0,20.0,15.56,20.0,15.56,11.11,2
3125,219,211.0,9,1,1,7.0,7.0,9.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,2
3131,220,197.0,9,1,0,10.0,10.0,10.0,10.0,10.0,14.0,18.0,20.0,18.0,16.0,2
3150,221,196.0,9,1,0,7.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,2
3152,221,198.0,9,1,0,7.0,9.0,9.0,7.0,9.0,15.38,19.23,17.31,19.23,9.62,2
3168,222,194.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.0,16.0,20.0,16.0,18.0,2
3169,222,195.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,19.23,19.23,19.23,13.46,2
3173,222,199.0,9,1,0,4.0,9.0,9.0,7.0,4.0,17.5,17.5,20.0,12.5,20.0,2
3174,222,200.0,9,1,0,4.0,9.0,9.0,7.0,4.0,13.21,18.87,18.87,16.98,16.98,2
3175,222,201.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,17.31,17.31,17.31,17.31,2
3176,222,202.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,19.23,19.23,19.23,15.38,2
3177,222,203.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.0,20.0,18.0,20.0,18.0,2
3178,222,204.0,9,1,0,4.0,9.0,9.0,7.0,4.0,19.61,15.69,17.65,15.69,17.65,2
3179,222,205.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,17.31,19.23,19.23,11.54,2
3181,222,207.0,9,1,0,4.0,9.0,9.0,7.0,4.0,17.31,13.46,17.31,19.23,19.23,2
3184,222,210.0,9,1,0,4.0,9.0,9.0,7.0,4.0,20.0,15.56,20.0,15.56,11.11,2
3185,222,211.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.36,16.36,18.18,18.18,16.36,2
3188,223,194.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.0,16.0,20.0,16.0,18.0,2
3189,223,195.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,19.23,19.23,19.23,13.46,2
3193,223,199.0,9,1,0,7.0,8.0,9.0,7.0,6.0,17.5,17.5,20.0,12.5,20.0,2
3194,223,200.0,9,1,0,7.0,8.0,9.0,7.0,6.0,13.21,18.87,18.87,16.98,16.98,2
3195,223,201.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,17.31,17.31,17.31,17.31,2
3196,223,202.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,19.23,19.23,19.23,15.38,2
3197,223,203.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.0,20.0,18.0,20.0,18.0,2
3198,223,204.0,9,1,0,7.0,8.0,9.0,7.0,6.0,19.61,15.69,17.65,15.69,17.65,2
3199,223,205.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,17.31,19.23,19.23,11.54,2
3201,223,207.0,9,1,0,7.0,8.0,9.0,7.0,6.0,17.31,13.46,17.31,19.23,19.23,2
3204,223,210.0,9,1,0,7.0,8.0,9.0,7.0,6.0,20.0,15.56,20.0,15.56,11.11,2
3205,223,211.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.36,16.36,18.18,18.18,16.36,2
3208,224,194.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.0,16.0,20.0,16.0,18.0,2
3209,224,195.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,19.23,19.23,19.23,13.46,2
3213,224,199.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.5,17.5,20.0,12.5,20.0,2
3214,224,200.0,9,1,1,8.0,10.0,8.0,8.0,8.0,13.21,18.87,18.87,16.98,16.98,2
3215,224,201.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,17.31,17.31,17.31,2
3216,224,202.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,19.23,19.23,19.23,15.38,2
3217,224,203.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.0,20.0,18.0,20.0,18.0,2
3218,224,204.0,9,1,0,8.0,10.0,8.0,8.0,8.0,19.61,15.69,17.65,15.69,17.65,2
3219,224,205.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,19.23,19.23,11.54,2
3221,224,207.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.31,13.46,17.31,19.23,19.23,2
3224,224,210.0,9,1,0,8.0,10.0,8.0,8.0,8.0,20.0,15.56,20.0,15.56,11.11,2
3225,224,211.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.36,16.36,18.18,18.18,16.36,2
3246,225,212.0,9,1,0,5.0,9.0,6.0,7.0,7.0,14.29,18.37,18.37,16.33,18.37,2
3247,225,213.0,9,1,0,5.0,9.0,6.0,7.0,7.0,15.52,17.24,17.24,17.24,17.24,2
3248,226,194.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,20.0,16.0,18.0,2
3249,226,195.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,13.46,2
3253,226,199.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.5,17.5,20.0,12.5,20.0,2
3254,226,200.0,9,1,0,10.0,10.0,10.0,10.0,10.0,13.21,18.87,18.87,16.98,16.98,2
3255,226,201.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,17.31,17.31,17.31,2
3256,226,202.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,15.38,2
3257,226,203.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,20.0,18.0,20.0,18.0,2
3258,226,204.0,9,1,0,10.0,10.0,10.0,10.0,10.0,19.61,15.69,17.65,15.69,17.65,2
3259,226,205.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,19.23,19.23,11.54,2
3261,226,207.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3264,226,210.0,9,1,0,10.0,10.0,10.0,10.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3265,226,211.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3268,227,194.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,16.0,20.0,16.0,18.0,2
3269,227,195.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,13.46,2
3273,227,199.0,9,1,0,7.0,10.0,10.0,8.0,10.0,17.5,17.5,20.0,12.5,20.0,2
3274,227,200.0,9,1,0,7.0,10.0,10.0,8.0,10.0,13.21,18.87,18.87,16.98,16.98,2
3275,227,201.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,17.31,17.31,17.31,2
3276,227,202.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,15.38,2
3277,227,203.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,20.0,18.0,20.0,18.0,2
3278,227,204.0,9,1,0,7.0,10.0,10.0,8.0,10.0,19.61,15.69,17.65,15.69,17.65,2
3279,227,205.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,19.23,19.23,11.54,2
3281,227,207.0,9,1,1,7.0,10.0,10.0,8.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3284,227,210.0,9,1,0,7.0,10.0,10.0,8.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3285,227,211.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3290,228,196.0,9,1,0,5.0,8.0,7.0,4.0,8.0,17.65,17.65,17.65,15.69,15.69,2
3292,228,198.0,9,1,0,5.0,8.0,7.0,4.0,8.0,15.38,19.23,17.31,19.23,9.62,2
3308,229,194.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,16.0,20.0,16.0,18.0,2
3309,229,195.0,9,1,1,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,13.46,2
3313,229,199.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.5,17.5,20.0,12.5,20.0,2
3314,229,200.0,9,1,1,8.0,7.0,10.0,5.0,10.0,13.21,18.87,18.87,16.98,16.98,2
3315,229,201.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,17.31,17.31,17.31,2
3316,229,202.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,15.38,2
3317,229,203.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,20.0,18.0,20.0,18.0,2
3318,229,204.0,9,1,0,8.0,7.0,10.0,5.0,10.0,19.61,15.69,17.65,15.69,17.65,2
3319,229,205.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,19.23,19.23,11.54,2
3321,229,207.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.31,13.46,17.31,19.23,19.23,2
3324,229,210.0,9,1,1,8.0,7.0,10.0,5.0,10.0,20.0,15.56,20.0,15.56,11.11,2
3325,229,211.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.36,16.36,18.18,18.18,16.36,2
3328,230,194.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,16.0,20.0,16.0,18.0,2
3329,230,195.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,2
3333,230,199.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,2
3334,230,200.0,9,1,0,6.0,6.0,6.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,2
3335,230,201.0,9,1,1,6.0,6.0,6.0,6.0,6.0,15.38,17.31,17.31,17.31,17.31,2
3336,230,202.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,15.38,2
3337,230,203.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,20.0,18.0,20.0,18.0,2
3338,230,204.0,9,1,0,6.0,6.0,6.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,2
3339,230,205.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,17.31,19.23,19.23,11.54,2
3341,230,207.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.31,13.46,17.31,19.23,19.23,2
3344,230,210.0,9,1,0,6.0,6.0,6.0,6.0,6.0,20.0,15.56,20.0,15.56,11.11,2
3345,230,211.0,9,1,1,6.0,6.0,6.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,2
3366,231,212.0,9,1,1,8.0,8.0,9.0,8.0,3.0,14.29,18.37,18.37,16.33,18.37,2
3367,231,213.0,9,1,0,8.0,8.0,9.0,8.0,3.0,15.52,17.24,17.24,17.24,17.24,2
3368,232,194.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.0,16.0,20.0,16.0,18.0,2
3369,232,195.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,19.23,19.23,19.23,13.46,2
3373,232,199.0,9,1,0,8.0,8.0,8.0,8.0,6.0,17.5,17.5,20.0,12.5,20.0,2
3374,232,200.0,9,1,0,8.0,8.0,8.0,8.0,6.0,13.21,18.87,18.87,16.98,16.98,2
3375,232,201.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,17.31,17.31,17.31,17.31,2
3376,232,202.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,19.23,19.23,19.23,15.38,2
3377,232,203.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.0,20.0,18.0,20.0,18.0,2
3378,232,204.0,9,1,0,8.0,8.0,8.0,8.0,6.0,19.61,15.69,17.65,15.69,17.65,2
3379,232,205.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,17.31,19.23,19.23,11.54,2
3381,232,207.0,9,1,0,8.0,8.0,8.0,8.0,6.0,17.31,13.46,17.31,19.23,19.23,2
3384,232,210.0,9,1,0,8.0,8.0,8.0,8.0,6.0,20.0,15.56,20.0,15.56,11.11,2
3385,232,211.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.36,16.36,18.18,18.18,16.36,2
3390,233,196.0,9,1,0,7.0,8.0,7.0,8.0,8.0,17.65,17.65,17.65,15.69,15.69,2
3392,233,198.0,9,1,0,7.0,8.0,7.0,8.0,8.0,15.38,19.23,17.31,19.23,9.62,2
3413,234,248.0,10,0,0,7.0,7.0,8.0,8.0,10.0,25.0,15.0,20.0,20.0,15.0,2
3414,234,249.0,10,0,0,7.0,7.0,8.0,8.0,10.0,22.0,22.0,15.0,15.0,5.0,2
3415,234,250.0,10,0,0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,2
3416,234,251.0,10,0,0,7.0,7.0,8.0,8.0,10.0,19.0,19.0,19.0,19.0,19.0,2
3417,235,243.0,10,0,1,6.0,9.0,8.0,9.0,9.0,20.0,20.0,20.0,25.0,5.0,2
3418,235,244.0,10,0,0,6.0,9.0,8.0,9.0,9.0,20.0,20.0,20.0,10.0,10.0,2
3419,235,245.0,10,0,0,6.0,9.0,8.0,9.0,9.0,18.0,10.0,30.0,10.0,10.0,2
3420,235,246.0,10,0,0,6.0,9.0,8.0,9.0,9.0,35.0,20.0,10.0,20.0,10.0,2
3430,236,247.0,10,0,0,7.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,15.0,0.0,2
3435,237,243.0,10,0,0,8.0,10.0,8.0,7.0,8.0,20.0,20.0,20.0,25.0,5.0,2
3436,237,244.0,10,0,0,8.0,10.0,8.0,7.0,8.0,20.0,20.0,20.0,10.0,10.0,2
3437,237,245.0,10,0,0,8.0,10.0,8.0,7.0,8.0,18.0,10.0,30.0,10.0,10.0,2
3438,237,246.0,10,0,0,8.0,10.0,8.0,7.0,8.0,35.0,20.0,10.0,20.0,10.0,2
3444,238,243.0,10,0,0,10.0,9.0,9.0,10.0,8.0,20.0,20.0,20.0,25.0,5.0,2
3445,238,244.0,10,0,1,10.0,9.0,9.0,10.0,8.0,20.0,20.0,20.0,10.0,10.0,2
3446,238,245.0,10,0,0,10.0,9.0,9.0,10.0,8.0,18.0,10.0,30.0,10.0,10.0,2
3447,238,246.0,10,0,0,10.0,9.0,9.0,10.0,8.0,35.0,20.0,10.0,20.0,10.0,2
3453,239,243.0,10,0,0,7.0,9.0,9.0,7.0,4.0,20.0,20.0,20.0,25.0,5.0,2
3454,239,244.0,10,0,0,7.0,9.0,9.0,7.0,4.0,20.0,20.0,20.0,10.0,10.0,2
3455,239,245.0,10,0,1,7.0,9.0,9.0,7.0,4.0,18.0,10.0,30.0,10.0,10.0,2
3456,239,246.0,10,0,0,7.0,9.0,9.0,7.0,4.0,35.0,20.0,10.0,20.0,10.0,2
3466,240,247.0,10,0,0,3.0,8.0,3.0,5.0,6.0,20.0,30.0,10.0,15.0,0.0,2
3475,241,247.0,10,0,0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,15.0,0.0,2
3490,243,235.0,10,1,1,7.0,9.0,9.0,8.0,5.0,15.0,15.0,20.0,20.0,20.0,2
3492,243,237.0,10,1,0,7.0,9.0,9.0,8.0,5.0,10.0,20.0,20.0,20.0,20.0,2
3493,243,238.0,10,1,0,7.0,9.0,9.0,8.0,5.0,15.0,20.0,20.0,15.0,15.0,2
3494,243,239.0,10,1,0,7.0,9.0,9.0,8.0,5.0,10.0,25.0,20.0,20.0,5.0,2
3499,244,235.0,10,1,0,7.0,10.0,10.0,7.0,10.0,15.0,15.0,20.0,20.0,20.0,2
3501,244,237.0,10,1,0,7.0,10.0,10.0,7.0,10.0,10.0,20.0,20.0,20.0,20.0,2
3502,244,238.0,10,1,1,7.0,10.0,10.0,7.0,10.0,15.0,20.0,20.0,15.0,15.0,2
3503,244,239.0,10,1,0,7.0,10.0,10.0,7.0,10.0,10.0,25.0,20.0,20.0,5.0,2
3508,245,235.0,10,1,0,5.0,7.0,8.0,6.0,7.0,15.0,15.0,20.0,20.0,20.0,2
3510,245,237.0,10,1,0,5.0,7.0,8.0,6.0,7.0,10.0,20.0,20.0,20.0,20.0,2
3511,245,238.0,10,1,0,5.0,7.0,8.0,6.0,7.0,15.0,20.0,20.0,15.0,15.0,2
3512,245,239.0,10,1,1,5.0,7.0,8.0,6.0,7.0,10.0,25.0,20.0,20.0,5.0,2
3517,246,235.0,10,1,0,7.0,8.0,7.0,6.0,6.0,15.0,15.0,20.0,20.0,20.0,2
3519,246,237.0,10,1,0,7.0,8.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,2
3520,246,238.0,10,1,0,7.0,8.0,7.0,6.0,6.0,15.0,20.0,20.0,15.0,15.0,2
3521,246,239.0,10,1,0,7.0,8.0,7.0,6.0,6.0,10.0,25.0,20.0,20.0,5.0,2
3527,247,236.0,10,1,0,5.0,10.0,8.0,2.0,4.0,15.0,20.0,15.0,20.0,15.0,2
3531,247,240.0,10,1,0,5.0,10.0,8.0,2.0,4.0,10.0,30.0,30.0,10.0,10.0,2
3532,247,241.0,10,1,0,5.0,10.0,8.0,2.0,4.0,90.0,2.0,2.0,2.0,2.0,2
3534,248,234.0,10,1,0,5.0,6.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,2
3543,249,234.0,10,1,0,7.0,9.0,10.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,2
3552,250,234.0,10,1,0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,10.0,10.0,2
3561,251,234.0,10,1,0,8.0,10.0,10.0,9.0,9.0,20.0,20.0,20.0,10.0,10.0,2
3571,252,274.0,11,0,1,9.0,9.0,9.0,9.0,10.0,30.0,10.0,20.0,20.0,10.0,2
3590,252,293.0,11,0,0,9.0,9.0,9.0,9.0,10.0,23.0,18.0,21.0,18.0,10.0,2
3601,253,283.0,11,0,0,8.0,10.0,8.0,9.0,7.0,50.0,10.0,10.0,10.0,10.0,2
3605,253,287.0,11,0,0,8.0,10.0,8.0,9.0,7.0,35.0,40.0,5.0,5.0,7.0,2
3607,253,289.0,11,0,0,8.0,10.0,8.0,9.0,7.0,20.0,30.0,10.0,20.0,0.0,2
3609,253,291.0,11,0,0,8.0,10.0,8.0,9.0,7.0,20.0,20.0,15.0,15.0,12.0,2
3612,254,273.0,11,0,0,8.0,7.0,10.0,8.0,8.0,30.0,25.0,18.0,18.0,4.0,2
3614,254,275.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,10.0,25.0,5.0,10.0,2
3615,254,276.0,11,0,0,8.0,7.0,10.0,8.0,8.0,24.0,16.0,28.0,14.0,8.0,2
3616,254,277.0,11,0,0,8.0,7.0,10.0,8.0,8.0,60.0,20.0,0.0,20.0,0.0,2
3617,254,278.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,2
3618,254,279.0,11,0,0,8.0,7.0,10.0,8.0,8.0,27.0,15.0,28.0,10.0,10.0,2
3619,254,280.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,20.0,30.0,15.0,5.0,2
3620,254,281.0,11,0,0,8.0,7.0,10.0,8.0,8.0,20.0,20.0,20.0,15.0,5.0,2
3623,254,284.0,11,0,0,8.0,7.0,10.0,8.0,8.0,25.0,20.0,25.0,20.0,10.0,2
3625,254,286.0,11,0,0,8.0,7.0,10.0,8.0,8.0,10.0,15.0,25.0,15.0,15.0,2
3627,254,288.0,11,0,0,8.0,7.0,10.0,8.0,8.0,20.0,20.0,15.0,25.0,10.0,2
3629,254,290.0,11,0,0,8.0,7.0,10.0,8.0,8.0,30.0,10.0,30.0,10.0,5.0,2
3643,255,283.0,11,0,0,6.0,8.0,7.0,6.0,6.0,50.0,10.0,10.0,10.0,10.0,2
3647,255,287.0,11,0,0,6.0,8.0,7.0,6.0,6.0,35.0,40.0,5.0,5.0,7.0,2
3649,255,289.0,11,0,0,6.0,8.0,7.0,6.0,6.0,20.0,30.0,10.0,20.0,0.0,2
3651,255,291.0,11,0,0,6.0,8.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,2
3664,256,283.0,11,0,0,6.0,9.0,8.0,6.0,6.0,50.0,10.0,10.0,10.0,10.0,2
3668,256,287.0,11,0,0,6.0,9.0,8.0,6.0,6.0,35.0,40.0,5.0,5.0,7.0,2
3670,256,289.0,11,0,1,6.0,9.0,8.0,6.0,6.0,20.0,30.0,10.0,20.0,0.0,2
3672,256,291.0,11,0,0,6.0,9.0,8.0,6.0,6.0,20.0,20.0,15.0,15.0,12.0,2
3675,257,273.0,11,0,0,7.0,9.0,9.0,7.0,10.0,30.0,25.0,18.0,18.0,4.0,2
3677,257,275.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,10.0,25.0,5.0,10.0,2
3678,257,276.0,11,0,0,7.0,9.0,9.0,7.0,10.0,24.0,16.0,28.0,14.0,8.0,2
3679,257,277.0,11,0,0,7.0,9.0,9.0,7.0,10.0,60.0,20.0,0.0,20.0,0.0,2
3680,257,278.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,15.0,20.0,25.0,10.0,2
3681,257,279.0,11,0,0,7.0,9.0,9.0,7.0,10.0,27.0,15.0,28.0,10.0,10.0,2
3682,257,280.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,20.0,30.0,15.0,5.0,2
3683,257,281.0,11,0,0,7.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,15.0,5.0,2
3686,257,284.0,11,0,0,7.0,9.0,9.0,7.0,10.0,25.0,20.0,25.0,20.0,10.0,2
3688,257,286.0,11,0,0,7.0,9.0,9.0,7.0,10.0,10.0,15.0,25.0,15.0,15.0,2
3690,257,288.0,11,0,0,7.0,9.0,9.0,7.0,10.0,20.0,20.0,15.0,25.0,10.0,2
3692,257,290.0,11,0,0,7.0,9.0,9.0,7.0,10.0,30.0,10.0,30.0,10.0,5.0,2
3708,258,285.0,11,0,0,6.0,10.0,9.0,8.0,5.0,20.0,20.0,25.0,25.0,5.0,2
3717,259,273.0,11,0,0,7.0,9.0,8.0,8.0,9.0,30.0,25.0,18.0,18.0,4.0,2
3719,259,275.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,10.0,25.0,5.0,10.0,2
3720,259,276.0,11,0,0,7.0,9.0,8.0,8.0,9.0,24.0,16.0,28.0,14.0,8.0,2
3721,259,277.0,11,0,1,7.0,9.0,8.0,8.0,9.0,60.0,20.0,0.0,20.0,0.0,2
3722,259,278.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,15.0,20.0,25.0,10.0,2
3723,259,279.0,11,0,0,7.0,9.0,8.0,8.0,9.0,27.0,15.0,28.0,10.0,10.0,2
3724,259,280.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,20.0,30.0,15.0,5.0,2
3725,259,281.0,11,0,0,7.0,9.0,8.0,8.0,9.0,20.0,20.0,20.0,15.0,5.0,2
3728,259,284.0,11,0,0,7.0,9.0,8.0,8.0,9.0,25.0,20.0,25.0,20.0,10.0,2
3730,259,286.0,11,0,0,7.0,9.0,8.0,8.0,9.0,10.0,15.0,25.0,15.0,15.0,2
3732,259,288.0,11,0,0,7.0,9.0,8.0,8.0,9.0,20.0,20.0,15.0,25.0,10.0,2
3734,259,290.0,11,0,0,7.0,9.0,8.0,8.0,9.0,30.0,10.0,30.0,10.0,5.0,2
3748,260,283.0,11,0,0,6.0,9.0,9.0,7.0,6.0,50.0,10.0,10.0,10.0,10.0,2
