iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like
345,0.0,0.2,7.0,9.0,9.0,7.0,7.0,10.0,20.0,27.0,23.0,15.0,5.0,5.9,7.6,7.3,6.6,6.5,5.4,6.3
348,0.0,0.25,6.0,10.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,15.0,15.0,5.25,8.0,7.25,6.75,6.25,5.0,5.75
349,0.0,0.4,7.0,8.0,9.0,8.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0,7.888888888888889,7.888888888888889,7.111111111111111,7.444444444444445,6.777777777777778,6.222222222222222,7.0
350,0.0,0.09090909090909091,7.0,10.0,8.0,6.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,8.090909090909092,7.636363636363637,7.454545454545454,7.363636363636363,7.090909090909091,6.454545454545454,7.363636363636363
351,0.0,0.0,8.0,10.0,8.0,7.0,9.0,15.0,15.0,30.0,15.0,15.0,10.0,6.75,7.5,6.25,5.25,6.5,5.25,6.0
352,0.0,0.0,9.0,10.0,9.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,9.0,8.0,7.0,6.0,6.0,6.0
353,0.0,0.0,6.0,6.0,6.0,6.0,6.0,15.0,10.0,25.0,25.0,10.0,15.0,5.25,7.5,7.25,5.0,6.0,4.25,4.5
354,0.0,0.5454545454545454,7.0,7.0,8.0,10.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0,6.909090909090909,7.181818181818182,7.090909090909091,8.181818181818182,7.363636363636363,7.454545454545454,7.427272727272728
355,0.0,0.1111111111111111,6.0,10.0,8.0,8.0,8.0,50.0,20.0,10.0,5.0,10.0,5.0,7.4,7.2,6.4,7.2,6.4,5.8,7.0
356,0.0,0.0,7.0,10.0,9.0,8.0,6.0,15.0,25.0,20.0,20.0,0.0,20.0,8.18,8.0,7.8,5.8,6.6,5.8,7.2
357,0.0,0.5,6.0,10.0,7.0,7.0,6.0,15.0,20.0,20.0,20.0,20.0,5.0,8.0,7.75,7.75,7.0,7.25,7.5,7.75
358,0.0,0.25,8.0,7.0,8.0,8.0,7.0,20.0,10.0,25.0,25.0,10.0,10.0,7.5,7.75,8.0,7.0,8.0,5.5,7.5
359,0.0,0.0,7.0,10.0,9.0,2.0,8.0,9.0,17.0,23.0,15.0,14.0,22.0,5.95,6.5,7.25,4.8,6.3,4.7,4.75
360,0.0,0.0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,10.0,10.0,20.0,7.0,9.0,9.0,8.0,7.0,7.0,6.0
361,1.0,0.14285714285714285,7.0,7.0,7.0,5.0,9.0,30.0,20.0,30.0,5.0,5.0,10.0,3.0,8.0,6.25,6.0,7.0,5.5,5.5
362,1.0,0.5714285714285714,7.0,7.0,8.0,9.0,8.0,20.51,14.53,24.790000000000003,17.09,5.98,17.09,4.833333333333333,8.0,8.833333333333334,7.666666666666667,7.333333333333333,6.333333333333333,5.833333333333333
363,1.0,0.16666666666666666,5.0,7.0,8.0,8.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,8.2,7.8,6.8,6.6,5.2,5.6
364,1.0,0.5,8.0,8.0,9.0,8.0,9.0,25.0,25.0,25.0,15.0,10.0,0.0,7.0,7.5,8.0,7.5,7.0,3.5,6.0
365,1.0,0.14285714285714285,8.0,2.0,9.0,9.0,9.0,31.58,10.53,15.79,21.05,10.53,10.53,7.5,8.0,8.0,8.0,7.666666666666667,7.833333333333333,7.0
366,1.0,0.8571428571428571,6.0,8.0,8.0,9.0,10.0,14.0,18.0,17.0,16.0,15.0,20.0,8.25,9.25,9.0,7.75,8.25,8.25,8.75
367,1.0,0.25,7.0,7.0,7.0,8.0,5.0,30.0,15.0,20.0,25.0,5.0,5.0,6.0,8.285714285714286,7.714285714285714,6.428571428571429,6.857142857142857,8.0,6.428571428571429
368,1.0,0.0,6.0,8.0,8.0,8.0,7.0,20.0,10.0,25.0,20.0,10.0,15.0,8.0,8.0,7.5,8.0,7.5,7.5,8.5
369,1.0,0.6,6.0,9.0,10.0,9.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0,5.666666666666667,7.0,6.666666666666667,8.0,5.666666666666667,5.333333333333333,6.0
370,1.0,0.0,8.0,6.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,7.8,8.2,7.6,7.8,6.4,8.0
371,1.0,0.25,10.0,8.0,10.0,10.0,10.0,40.0,0.0,10.0,50.0,0.0,0.0,8.2,8.2,8.0,7.4,7.2,6.4,6.8
372,1.0,0.2,7.0,8.0,9.0,8.0,8.0,30.0,15.0,15.0,20.0,5.0,15.0,6.2,6.8,7.0,6.8,6.0,6.0,5.6
373,1.0,0.0,9.0,8.0,9.0,9.0,9.0,75.0,5.0,5.0,10.0,0.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
374,1.0,0.16666666666666666,6.0,7.0,7.0,6.0,7.0,50.0,10.0,10.0,10.0,5.0,15.0,6.2,8.4,8.2,7.2,7.6,6.4,6.6
375,1.0,0.14285714285714285,8.0,9.0,8.0,9.0,9.0,30.0,20.0,15.0,15.0,8.0,12.0,8.75,7.5,7.0,7.0,6.5,4.75,6.75
376,1.0,0.3333333333333333,6.0,10.0,9.0,8.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,7.333333333333333,8.0,9.0,7.0,8.333333333333334,6.833333333333333,7.0
377,1.0,0.0,7.0,8.0,7.0,8.0,7.0,25.0,20.0,10.0,20.0,15.0,10.0,6.2,7.0,7.2,5.2,6.4,5.4,5.4
378,1.0,0.0,6.0,7.0,9.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,7.0,7.4,7.4,7.0,7.0,6.2,6.4
