,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha
93,274,1.0,100.0,7.0,7.0,9.0,10.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0
94,275,1.0,0.0,10.0,7.0,10.0,6.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0
95,276,1.0,0.0,7.0,6.0,10.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0
96,277,1.0,10.0,4.0,8.0,8.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0
97,278,1.0,0.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0
98,279,1.0,20.0,8.0,9.0,10.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0
99,280,1.0,10.0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0
100,281,1.0,10.0,7.0,8.0,8.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0
101,282,1.0,100.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0
102,283,1.0,0.0,9.0,9.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0
103,284,1.0,0.0,7.0,6.0,8.0,7.0,7.0,25.0,20.0,25.0,20.0,10.0,0.0
104,285,1.0,0.0,8.0,10.0,10.0,10.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0
105,286,1.0,0.0,3.0,6.0,7.0,6.0,7.0,10.0,15.0,25.0,15.0,15.0,20.0
106,287,1.0,0.0,7.0,10.0,7.0,5.0,10.0,35.0,40.0,5.0,5.0,7.0,8.0
107,288,1.0,20.0,5.0,8.0,8.0,7.0,7.0,20.0,20.0,15.0,25.0,10.0,10.0
108,289,1.0,14.28571428571428,4.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,20.0,0.0,20.0
109,290,1.0,0.0,5.0,4.0,10.0,5.0,9.0,30.0,10.0,30.0,10.0,5.0,15.0
110,291,1.0,28.57142857142857,6.0,9.0,9.0,7.0,9.0,20.0,20.0,15.0,15.0,12.0,18.0
111,292,1.0,100.0,8.0,10.0,10.0,8.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0
112,293,1.0,50.0,7.0,10.0,9.0,9.0,9.0,23.0,18.0,21.0,18.0,10.0,10.0
113,294,0.0,0.0,9.0,10.0,9.0,7.0,7.0,20.0,20.0,35.0,5.0,10.0,10.0
114,295,0.0,0.0,7.0,10.0,8.0,8.0,8.0,10.0,18.0,20.0,16.0,16.0,20.0
115,296,0.0,30.0,8.0,9.0,10.0,6.0,9.0,15.0,20.0,35.0,15.0,5.0,10.0
116,297,0.0,30.0,8.0,10.0,8.0,9.0,9.0,25.0,25.0,15.0,15.0,10.0,10.0
117,298,0.0,0.0,7.0,10.0,10.0,9.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0
118,299,0.0,0.0,6.0,9.0,8.0,9.0,9.0,10.0,40.0,10.0,20.0,10.0,10.0
119,300,0.0,20.0,8.0,9.0,9.0,9.0,10.0,15.0,20.0,25.0,15.0,15.0,10.0
120,301,0.0,10.0,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0
121,302,0.0,0.0,8.0,8.0,8.0,8.0,10.0,50.0,5.0,20.0,10.0,5.0,10.0
122,303,0.0,10.0,8.0,10.0,8.0,9.0,6.0,20.0,25.0,25.0,10.0,15.0,5.0
123,304,0.0,10.0,6.0,10.0,8.0,10.0,8.0,5.0,20.0,25.0,25.0,15.0,10.0
124,305,0.0,0.0,7.0,9.0,9.0,8.0,5.0,10.0,47.0,16.0,12.0,3.0,12.0
125,306,0.0,0.0,6.0,9.0,8.0,8.0,8.0,16.0,20.0,19.0,16.0,18.0,11.0
126,307,0.0,0.0,5.0,8.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0
127,308,1.0,0.0,7.0,10.0,8.0,8.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0
128,309,1.0,11.11111111111111,7.0,8.0,9.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0
129,310,1.0,11.11111111111111,7.0,6.0,7.0,8.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0
130,311,1.0,0.0,9.0,9.0,9.0,10.0,3.0,50.0,20.0,10.0,10.0,5.0,5.0
131,312,1.0,0.0,8.0,7.0,9.0,7.0,9.0,25.0,5.0,30.0,15.0,5.0,20.0
132,313,1.0,11.11111111111111,7.0,8.0,8.0,8.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0
133,315,1.0,0.0,6.0,10.0,8.0,6.0,7.0,6.67,19.05,42.86,9.52,14.29,7.62
134,316,1.0,33.33333333333333,6.0,8.0,8.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0
135,317,1.0,22.22222222222222,7.0,3.0,8.0,8.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0
136,319,1.0,33.33333333333333,5.0,10.0,9.0,6.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0
137,320,1.0,0.0,8.0,8.0,9.0,9.0,7.0,20.0,16.0,16.0,16.0,16.0,16.0
138,321,1.0,0.0,6.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,20.0,10.0,10.0
139,322,0.0,0.0,5.0,9.0,7.0,8.0,7.0,2.0,60.0,15.0,8.0,5.0,10.0
140,323,0.0,50.0,7.0,9.0,8.0,6.0,3.0,10.0,20.0,20.0,20.0,10.0,20.0
141,324,0.0,33.33333333333333,9.0,9.0,9.0,9.0,8.0,40.0,10.0,15.0,20.0,10.0,5.0
142,325,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0
143,327,0.0,0.0,7.0,7.0,8.0,9.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0
144,328,0.0,0.0,7.0,10.0,10.0,8.0,10.0,22.0,12.0,30.0,25.0,10.0,1.0
145,329,0.0,0.0,8.0,9.0,8.0,5.0,8.0,15.0,22.0,22.0,16.0,15.0,10.0
146,330,0.0,0.0,8.0,10.0,7.0,9.0,9.0,15.0,25.0,15.0,20.0,10.0,15.0
147,331,0.0,0.0,7.0,9.0,7.0,9.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0
148,332,1.0,33.33333333333333,5.0,10.0,6.0,6.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0
149,333,1.0,0.0,7.0,4.0,9.0,7.0,9.0,50.0,5.0,15.0,20.0,10.0,0.0
150,334,1.0,0.0,8.0,7.0,8.0,8.0,9.0,40.0,10.0,15.0,10.0,10.0,15.0
151,335,1.0,20.0,8.0,7.0,8.0,9.0,8.0,20.0,10.0,20.0,20.0,15.0,15.0
152,336,1.0,0.0,5.0,9.0,7.0,7.0,9.0,20.0,15.0,30.0,10.0,15.0,10.0
153,337,1.0,0.0,6.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,17.0,16.0,16.0
154,341,0.0,0.0,7.0,9.0,7.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0
155,342,0.0,0.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,25.0,5.0,15.0,0.0
156,343,0.0,18.18181818181818,4.0,8.0,10.0,6.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0
157,344,0.0,50.0,7.0,7.0,8.0,8.0,9.0,15.0,15.0,15.0,20.0,20.0,15.0
158,345,0.0,18.18181818181818,7.0,9.0,9.0,7.0,7.0,10.0,20.0,27.0,23.0,15.0,5.0
159,348,0.0,25.0,6.0,10.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,15.0,15.0
160,349,0.0,54.54545454545454,7.0,8.0,9.0,8.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0
161,350,0.0,9.09090909090909,7.0,10.0,8.0,6.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0
162,351,0.0,0.0,8.0,10.0,8.0,7.0,9.0,15.0,15.0,30.0,15.0,15.0,10.0
163,352,0.0,0.0,9.0,10.0,9.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0
164,353,0.0,0.0,6.0,6.0,6.0,6.0,6.0,15.0,10.0,25.0,25.0,10.0,15.0
165,354,0.0,54.54545454545454,7.0,7.0,8.0,10.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0
166,355,0.0,9.09090909090909,6.0,10.0,8.0,8.0,8.0,50.0,20.0,10.0,5.0,10.0,5.0
167,356,0.0,9.09090909090909,7.0,10.0,9.0,8.0,6.0,15.0,25.0,20.0,20.0,0.0,20.0
168,357,0.0,50.0,6.0,10.0,7.0,7.0,6.0,15.0,20.0,20.0,20.0,20.0,5.0
169,358,0.0,25.0,8.0,7.0,8.0,8.0,7.0,20.0,10.0,25.0,25.0,10.0,10.0
170,359,0.0,27.27272727272727,7.0,10.0,9.0,2.0,8.0,9.0,17.0,23.0,15.0,14.0,22.0
171,360,0.0,0.0,8.0,10.0,8.0,8.0,8.0,20.0,30.0,10.0,10.0,10.0,20.0
172,361,1.0,12.5,7.0,7.0,7.0,5.0,9.0,30.0,20.0,30.0,5.0,5.0,10.0
173,362,1.0,50.0,7.0,7.0,8.0,9.0,8.0,20.51,14.53,24.79,17.09,5.98,17.09
174,363,1.0,16.66666666666666,5.0,7.0,8.0,8.0,3.0,25.0,20.0,20.0,20.0,5.0,10.0
175,364,1.0,50.0,8.0,8.0,9.0,8.0,9.0,25.0,25.0,25.0,15.0,10.0,0.0
176,365,1.0,12.5,8.0,2.0,9.0,9.0,9.0,31.58,10.53,15.79,21.05,10.53,10.53
177,366,1.0,75.0,6.0,8.0,8.0,9.0,10.0,14.0,18.0,17.0,16.0,15.0,20.0
178,367,1.0,25.0,7.0,7.0,7.0,8.0,5.0,30.0,15.0,20.0,25.0,5.0,5.0
179,368,1.0,0.0,6.0,8.0,8.0,8.0,7.0,20.0,10.0,25.0,20.0,10.0,15.0
180,369,1.0,37.5,6.0,9.0,10.0,9.0,7.0,17.0,18.0,28.0,27.0,5.0,5.0
181,370,1.0,0.0,8.0,6.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0
182,371,1.0,25.0,10.0,8.0,10.0,10.0,10.0,40.0,0.0,10.0,50.0,0.0,0.0
183,372,1.0,25.0,7.0,8.0,9.0,8.0,8.0,30.0,15.0,15.0,20.0,5.0,15.0
184,373,1.0,0.0,9.0,8.0,9.0,9.0,9.0,75.0,5.0,5.0,10.0,0.0,5.0
185,374,1.0,16.66666666666666,6.0,7.0,7.0,6.0,7.0,50.0,10.0,10.0,10.0,5.0,15.0
186,375,1.0,12.5,8.0,9.0,8.0,9.0,9.0,30.0,20.0,15.0,15.0,8.0,12.0
187,376,1.0,33.33333333333333,6.0,10.0,9.0,8.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0
188,377,1.0,0.0,7.0,8.0,7.0,8.0,7.0,25.0,20.0,10.0,20.0,15.0,10.0
189,378,1.0,0.0,6.0,7.0,9.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0
0,379,0.0,6.66666666666666,6.0,9.0,8.0,6.0,9.0,15.0,15.0,20.0,15.0,15.0,20.0
1,380,0.0,0.0,4.0,7.0,9.0,9.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0
2,381,0.0,13.33333333333333,7.0,7.0,9.0,10.0,8.0,20.0,10.0,20.0,35.0,5.0,10.0
3,382,0.0,13.33333333333333,7.0,7.0,7.0,7.0,10.0,25.0,25.0,25.0,10.0,10.0,5.0
4,383,0.0,26.66666666666666,7.0,9.0,6.0,7.0,6.0,25.0,20.0,10.0,20.0,15.0,10.0
5,384,0.0,46.666666666666664,8.0,8.0,8.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0
6,385,0.0,33.33333333333333,8.0,8.0,8.0,6.0,6.0,25.0,20.0,20.0,20.0,10.0,5.0
7,386,0.0,13.33333333333333,7.0,8.0,9.0,9.0,9.0,15.0,10.0,30.0,10.0,15.0,20.0
8,387,0.0,46.666666666666664,8.0,8.0,8.0,8.0,8.0,20.0,15.0,25.0,15.0,15.0,10.0
9,388,0.0,6.66666666666666,8.0,8.0,8.0,7.0,8.0,22.0,17.0,15.0,15.0,15.0,16.0
10,389,0.0,46.666666666666664,8.0,10.0,7.0,9.0,5.0,20.0,30.0,20.0,20.0,0.0,10.0
11,390,0.0,0.0,8.0,8.0,8.0,8.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0
12,391,0.0,6.66666666666666,8.0,9.0,9.0,9.0,7.0,35.0,0.0,35.0,10.0,10.0,10.0
13,392,0.0,13.33333333333333,4.0,7.0,8.0,7.0,7.0,15.0,20.0,15.0,30.0,10.0,10.0
14,393,0.0,26.66666666666666,7.0,9.0,8.0,8.0,8.0,8.0,20.0,25.0,25.0,12.0,10.0
15,394,0.0,6.66666666666666,9.0,8.0,7.0,7.0,7.0,18.0,19.0,16.0,15.0,15.0,17.0
16,395,0.0,6.66666666666666,8.0,8.0,9.0,7.0,7.0,20.0,20.0,20.0,10.0,10.0,20.0
17,396,0.0,0.0,8.0,10.0,10.0,10.0,8.0,15.0,18.0,18.0,18.0,15.0,16.0
18,397,1.0,20.0,7.0,7.0,10.0,7.0,9.0,20.0,21.0,21.0,22.0,6.0,10.0
19,398,1.0,40.0,7.0,6.0,7.0,10.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0
20,399,1.0,6.66666666666666,9.0,9.0,9.0,9.0,9.0,25.0,10.0,20.0,20.0,10.0,15.0
21,400,1.0,40.0,7.0,10.0,8.0,6.0,7.0,70.0,5.0,20.0,3.0,1.0,1.0
22,401,1.0,6.66666666666666,8.0,5.0,10.0,7.0,5.0,35.0,0.0,25.0,20.0,0.0,20.0
23,402,1.0,0.0,6.0,8.0,10.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0
24,403,1.0,6.66666666666666,4.0,8.0,9.0,7.0,9.0,20.0,25.0,20.0,15.0,5.0,15.0
25,404,1.0,53.333333333333336,6.0,9.0,8.0,7.0,8.0,25.0,14.0,25.0,25.0,3.0,8.0
26,405,1.0,0.0,8.0,8.0,9.0,10.0,10.0,30.0,25.0,20.0,15.0,5.0,5.0
27,406,1.0,0.0,6.0,7.0,8.0,8.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0
28,407,1.0,13.33333333333333,7.0,9.0,7.0,8.0,8.0,30.0,15.0,15.0,15.0,15.0,10.0
29,409,1.0,26.66666666666666,7.0,9.0,9.0,8.0,8.0,20.0,15.0,20.0,20.0,10.0,15.0
30,410,1.0,20.0,7.0,10.0,10.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0
31,411,1.0,6.66666666666666,8.0,6.0,7.0,9.0,5.0,35.0,15.0,15.0,25.0,10.0,0.0
32,412,1.0,26.66666666666666,7.0,7.0,8.0,8.0,8.0,75.0,5.0,5.0,5.0,5.0,5.0
33,413,1.0,6.66666666666666,7.0,9.0,8.0,7.0,6.0,10.0,10.0,30.0,30.0,5.0,15.0
34,415,1.0,0.0,7.0,8.0,10.0,4.0,8.0,10.0,20.0,40.0,10.0,10.0,10.0
35,417,0.0,16.66666666666666,7.0,8.0,8.0,4.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0
36,418,0.0,0.0,7.0,9.0,8.0,7.0,5.0,15.0,25.0,20.0,15.0,10.0,15.0
37,419,0.0,16.66666666666666,9.0,8.0,9.0,5.0,3.0,5.0,30.0,20.0,10.0,5.0,30.0
38,420,0.0,16.66666666666666,8.0,9.0,10.0,7.0,7.0,10.0,10.0,40.0,10.0,15.0,15.0
39,421,0.0,50.0,7.0,7.0,6.0,6.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0
40,422,1.0,100.0,8.0,10.0,8.0,8.0,8.0,30.0,25.0,20.0,10.0,10.0,5.0
41,423,1.0,0.0,7.0,9.0,9.0,8.0,9.0,30.0,20.0,30.0,10.0,5.0,5.0
42,424,1.0,0.0,7.0,7.0,7.0,7.0,7.0,17.0,16.0,17.0,17.0,17.0,16.0
43,425,1.0,0.0,6.0,9.0,9.0,6.0,9.0,16.0,25.0,20.0,12.0,12.0,15.0
44,426,1.0,0.0,8.0,8.0,10.0,8.0,9.0,25.0,7.0,35.0,20.0,8.0,5.0
45,427,1.0,0.0,7.0,10.0,7.0,8.0,9.0,20.0,20.0,20.0,20.0,20.0,20.0
46,428,1.0,50.0,8.0,8.0,9.0,7.0,9.0,60.0,10.0,10.0,10.0,10.0,0.0
47,429,1.0,0.0,8.0,8.0,9.0,9.0,8.0,55.0,10.0,15.0,15.0,5.0,0.0
48,430,0.0,0.0,5.0,8.0,5.0,8.0,8.0,10.0,25.0,15.0,20.0,15.0,15.0
49,431,0.0,0.0,7.0,10.0,9.0,7.0,10.0,15.0,15.0,25.0,15.0,15.0,15.0
50,432,0.0,42.85714285714285,7.0,8.0,8.0,8.0,8.0,15.0,30.0,30.0,10.0,10.0,5.0
51,433,0.0,0.0,8.0,6.0,8.0,7.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0
52,434,0.0,0.0,7.0,7.0,6.0,8.0,4.0,30.0,15.0,15.0,30.0,0.0,10.0
53,436,0.0,14.28571428571428,9.0,8.0,7.0,10.0,6.0,28.0,8.0,17.0,22.0,17.0,8.0
54,437,0.0,42.85714285714285,7.0,9.0,9.0,9.0,8.0,15.0,15.0,18.0,18.0,14.0,20.0
55,438,0.0,14.28571428571428,7.0,8.0,7.0,7.0,7.0,14.0,15.0,16.0,17.0,18.0,20.0
56,439,0.0,28.57142857142857,8.0,8.0,7.0,7.0,7.0,20.0,10.0,50.0,5.0,10.0,5.0
57,440,1.0,0.0,8.0,8.0,9.0,9.0,9.0,35.0,5.0,30.0,20.0,5.0,5.0
58,441,1.0,16.66666666666666,8.0,7.0,9.0,8.0,8.0,35.0,10.0,25.0,20.0,5.0,5.0
59,442,1.0,33.33333333333333,7.0,9.0,8.0,8.0,9.0,40.0,10.0,0.0,45.0,0.0,5.0
60,444,1.0,0.0,8.0,7.0,8.0,9.0,7.0,50.0,10.0,10.0,30.0,0.0,0.0
61,445,1.0,33.33333333333333,9.0,8.0,10.0,7.0,7.0,40.0,12.0,18.0,12.0,6.0,12.0
62,447,1.0,0.0,6.0,10.0,7.0,6.0,4.0,15.0,30.0,25.0,20.0,0.0,10.0
63,448,1.0,50.0,8.0,9.0,9.0,8.0,10.0,25.0,15.0,25.0,25.0,5.0,5.0
64,449,1.0,0.0,7.0,10.0,10.0,10.0,8.0,55.0,2.0,1.0,40.0,1.0,1.0
65,450,1.0,33.33333333333333,9.0,6.0,10.0,7.0,10.0,50.0,5.0,5.0,5.0,5.0,30.0
66,451,1.0,0.0,2.0,4.0,4.0,4.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0
67,452,1.0,0.0,7.0,8.0,10.0,7.0,8.0,35.0,30.0,25.0,5.0,0.0,5.0
68,453,1.0,0.0,5.0,6.0,8.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0
69,454,0.0,0.0,8.0,9.0,9.0,9.0,7.0,10.0,20.0,20.0,20.0,10.0,20.0
70,455,0.0,0.0,7.0,9.0,8.0,9.0,8.0,10.0,25.0,20.0,16.0,20.0,9.0
71,456,0.0,0.0,8.0,8.0,7.0,6.0,7.0,25.0,20.0,15.0,10.0,15.0,15.0
72,457,0.0,0.0,7.0,6.0,8.0,7.0,3.0,25.0,0.0,25.0,25.0,0.0,25.0
73,458,0.0,66.66666666666666,10.0,10.0,10.0,9.0,10.0,50.0,5.0,25.0,20.0,0.0,0.0
74,459,0.0,0.0,5.0,5.0,5.0,5.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0
75,460,1.0,0.0,8.0,8.0,9.0,7.0,7.0,20.0,10.0,20.0,15.0,15.0,20.0
76,462,1.0,20.0,4.0,9.0,8.0,6.0,2.0,30.0,30.0,10.0,10.0,0.0,20.0
77,463,1.0,0.0,6.0,7.0,8.0,7.0,7.0,15.0,15.0,15.0,15.0,15.0,25.0
78,464,1.0,20.0,5.0,8.0,9.0,8.0,10.0,15.0,15.0,15.0,20.0,15.0,20.0
79,465,1.0,0.0,7.0,10.0,7.0,8.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0
80,466,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0
81,467,0.0,66.66666666666666,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0
82,468,0.0,50.0,8.0,9.0,8.0,6.0,8.0,15.0,25.0,15.0,15.0,15.0,15.0
83,469,0.0,25.0,8.0,8.0,6.0,8.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0
84,470,0.0,25.0,4.0,9.0,8.0,5.0,6.0,10.0,20.0,25.0,25.0,10.0,10.0
85,471,0.0,0.0,7.0,8.0,9.0,8.0,9.0,15.0,15.0,25.0,10.0,15.0,20.0
86,472,0.0,0.0,8.0,10.0,8.0,10.0,9.0,10.0,25.0,25.0,20.0,10.0,10.0
87,473,0.0,25.0,7.0,9.0,10.0,8.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0
88,474,0.0,0.0,9.0,9.0,8.0,10.0,7.0,15.0,20.0,10.0,30.0,5.0,20.0
89,475,0.0,0.0,5.0,8.0,7.0,5.0,7.0,10.0,15.0,30.0,10.0,15.0,20.0
90,476,0.0,0.0,7.0,9.0,7.0,5.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0
91,477,0.0,0.0,6.0,8.0,7.0,7.0,7.0,16.0,19.0,16.0,17.0,15.0,17.0
92,478,0.0,16.66666666666666,7.0,8.0,8.0,9.0,7.0,20.0,20.0,10.0,20.0,10.0,20.0
93,479,0.0,0.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,20.0,20.0,15.0,15.0
94,480,0.0,16.66666666666666,8.0,9.0,8.0,10.0,7.0,16.0,18.0,18.0,20.0,12.0,16.0
95,481,1.0,16.66666666666666,8.0,7.0,9.0,8.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0
96,482,1.0,16.66666666666666,7.0,10.0,8.0,9.0,8.0,20.0,10.0,22.0,20.0,15.0,13.0
97,483,1.0,0.0,8.0,10.0,10.0,10.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0
98,484,1.0,25.0,4.0,8.0,9.0,2.0,9.0,16.0,16.0,20.0,16.0,16.0,16.0
99,485,1.0,0.0,8.0,8.0,8.0,7.0,7.0,20.0,15.0,20.0,15.0,15.0,15.0
100,486,1.0,0.0,7.0,10.0,9.0,8.0,9.0,20.0,20.0,20.0,15.0,10.0,15.0
101,487,1.0,0.0,7.0,9.0,8.0,6.0,5.0,25.0,26.0,15.0,10.0,9.0,15.0
102,488,1.0,25.0,5.0,10.0,10.0,7.0,8.0,15.0,20.0,20.0,20.0,5.0,20.0
103,489,1.0,50.0,6.0,8.0,9.0,8.0,10.0,20.0,10.0,20.0,20.0,20.0,0.0
104,490,1.0,16.66666666666666,3.0,7.0,8.0,6.0,6.0,30.0,15.0,20.0,10.0,10.0,15.0
105,491,1.0,0.0,7.0,7.0,7.0,7.0,7.0,30.0,10.0,25.0,20.0,8.0,7.0
106,492,1.0,100.0,10.0,10.0,10.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,0.0
107,493,1.0,25.0,7.0,7.0,8.0,8.0,8.0,30.0,10.0,10.0,30.0,10.0,10.0
108,494,1.0,0.0,9.0,10.0,10.0,10.0,7.0,25.0,25.0,25.0,25.0,0.0,0.0
109,495,1.0,0.0,7.0,7.0,8.0,7.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0
110,496,0.0,20.0,5.0,8.0,9.0,6.0,8.0,20.0,30.0,20.0,20.0,10.0,0.0
111,497,0.0,0.0,8.0,10.0,9.0,10.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0
112,498,0.0,0.0,8.0,9.0,9.0,10.0,10.0,18.0,18.0,18.0,18.0,18.0,10.0
113,499,0.0,50.0,9.0,10.0,10.0,9.0,4.0,19.0,19.0,19.0,19.0,5.0,19.0
114,501,0.0,50.0,8.0,9.0,9.0,8.0,9.0,30.0,10.0,20.0,10.0,10.0,20.0
115,502,1.0,0.0,7.0,7.0,9.0,9.0,9.0,40.0,20.0,20.0,20.0,0.0,0.0
116,503,1.0,0.0,7.0,9.0,10.0,4.0,5.0,30.0,30.0,40.0,0.0,0.0,0.0
117,504,1.0,50.0,7.0,5.0,8.0,6.0,8.0,30.0,0.0,30.0,15.0,15.0,10.0
118,505,1.0,100.0,9.0,10.0,10.0,8.0,10.0,20.0,14.0,18.0,16.0,16.0,16.0
119,506,1.0,0.0,5.0,8.0,9.0,7.0,10.0,15.0,15.0,20.0,15.0,15.0,20.0
120,507,1.0,0.0,7.0,8.0,8.0,7.0,7.0,20.0,20.0,20.0,20.0,20.0,0.0
121,508,1.0,0.0,7.0,8.0,9.0,8.0,8.0,18.0,10.0,18.0,18.0,18.0,18.0
122,509,0.0,14.28571428571428,5.0,6.0,8.0,4.0,9.0,10.0,20.0,30.0,10.0,10.0,20.0
123,511,0.0,14.28571428571428,8.0,4.0,8.0,10.0,8.0,20.0,10.0,10.0,30.0,15.0,15.0
124,512,0.0,7.69230769230769,7.0,8.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,5.0,15.0
125,513,0.0,38.46153846153846,6.0,8.0,6.0,7.0,4.0,20.0,20.0,20.0,20.0,5.0,15.0
126,514,0.0,0.0,8.0,10.0,9.0,8.0,7.0,20.0,20.0,20.0,15.0,5.0,20.0
127,515,0.0,15.38461538461538,8.0,10.0,10.0,8.0,8.0,20.0,20.0,20.0,15.0,10.0,15.0
128,516,0.0,14.28571428571428,8.0,9.0,8.0,9.0,8.0,58.0,5.0,8.0,10.0,7.0,12.0
129,518,0.0,46.15384615384615,6.0,9.0,8.0,8.0,7.0,20.0,25.0,25.0,30.0,5.0,5.0
130,519,0.0,0.0,8.0,10.0,9.0,9.0,10.0,40.0,5.0,30.0,15.0,5.0,5.0
131,520,0.0,0.0,8.0,9.0,8.0,7.0,5.0,25.0,15.0,25.0,15.0,10.0,10.0
132,521,0.0,38.46153846153846,7.0,9.0,8.0,9.0,8.0,10.0,30.0,20.0,15.0,15.0,10.0
133,522,0.0,30.76923076923077,7.0,7.0,9.0,7.0,8.0,10.0,20.0,15.0,20.0,15.0,20.0
134,523,0.0,28.57142857142857,6.0,9.0,9.0,8.0,6.0,10.0,25.0,20.0,20.0,5.0,20.0
135,524,0.0,42.85714285714285,5.0,9.0,8.0,7.0,7.0,15.0,20.0,25.0,20.0,10.0,10.0
136,525,0.0,0.0,6.0,10.0,10.0,8.0,9.0,10.0,15.0,30.0,20.0,15.0,10.0
137,527,0.0,0.0,10.0,10.0,10.0,10.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0
138,529,0.0,14.28571428571428,6.0,10.0,7.0,9.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0
139,530,0.0,14.28571428571428,3.0,9.0,9.0,9.0,7.0,20.0,20.0,10.0,15.0,5.0,30.0
140,531,1.0,14.28571428571428,10.0,10.0,10.0,6.0,10.0,15.0,30.0,20.0,20.0,10.0,5.0
141,532,1.0,42.85714285714285,7.0,9.0,8.0,7.0,8.0,25.0,20.0,20.0,20.0,5.0,10.0
142,533,1.0,11.11111111111111,8.0,9.0,9.0,8.0,9.0,25.0,25.0,25.0,13.0,12.0,0.0
143,534,1.0,0.0,7.0,9.0,9.0,8.0,5.0,30.0,30.0,30.0,5.0,2.0,3.0
144,535,1.0,44.44444444444444,6.0,7.0,7.0,6.0,5.0,23.0,14.0,19.0,16.0,10.0,18.0
