,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group
6100,397,393.0,15,1,1,7.0,7.0,10.0,7.0,9.0,8.0,20.0,25.0,25.0,12.0,3
6101,397,394.0,15,1,0,7.0,7.0,10.0,7.0,9.0,18.0,19.0,16.0,15.0,15.0,3
6102,397,395.0,15,1,0,7.0,7.0,10.0,7.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6104,398,379.0,15,1,0,7.0,6.0,7.0,10.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6106,398,381.0,15,1,0,7.0,6.0,7.0,10.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6107,398,382.0,15,1,0,7.0,6.0,7.0,10.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6108,398,383.0,15,1,0,7.0,6.0,7.0,10.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6109,398,384.0,15,1,1,7.0,6.0,7.0,10.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6110,398,385.0,15,1,1,7.0,6.0,7.0,10.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6111,398,386.0,15,1,0,7.0,6.0,7.0,10.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6112,398,387.0,15,1,1,7.0,6.0,7.0,10.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6113,398,388.0,15,1,0,7.0,6.0,7.0,10.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6114,398,389.0,15,1,1,7.0,6.0,7.0,10.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6116,398,391.0,15,1,0,7.0,6.0,7.0,10.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6117,398,392.0,15,1,1,7.0,6.0,7.0,10.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6118,398,393.0,15,1,1,7.0,6.0,7.0,10.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6119,398,394.0,15,1,0,7.0,6.0,7.0,10.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6120,398,395.0,15,1,0,7.0,6.0,7.0,10.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6122,399,379.0,15,1,0,9.0,9.0,9.0,9.0,9.0,15.0,15.0,20.0,15.0,15.0,3
6124,399,381.0,15,1,0,9.0,9.0,9.0,9.0,9.0,20.0,10.0,20.0,35.0,5.0,3
6125,399,382.0,15,1,0,9.0,9.0,9.0,9.0,9.0,25.0,25.0,25.0,10.0,10.0,3
6126,399,383.0,15,1,0,9.0,9.0,9.0,9.0,9.0,25.0,20.0,10.0,20.0,15.0,3
6127,399,384.0,15,1,0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,3
6128,399,385.0,15,1,0,9.0,9.0,9.0,9.0,9.0,25.0,20.0,20.0,20.0,10.0,3
6129,399,386.0,15,1,0,9.0,9.0,9.0,9.0,9.0,15.0,10.0,30.0,10.0,15.0,3
6130,399,387.0,15,1,0,9.0,9.0,9.0,9.0,9.0,20.0,15.0,25.0,15.0,15.0,3
6131,399,388.0,15,1,1,9.0,9.0,9.0,9.0,9.0,22.0,17.0,15.0,15.0,15.0,3
6132,399,389.0,15,1,0,9.0,9.0,9.0,9.0,9.0,20.0,30.0,20.0,20.0,0.0,3
6134,399,391.0,15,1,0,9.0,9.0,9.0,9.0,9.0,35.0,0.0,35.0,10.0,10.0,3
6135,399,392.0,15,1,0,9.0,9.0,9.0,9.0,9.0,15.0,20.0,15.0,30.0,10.0,3
6136,399,393.0,15,1,0,9.0,9.0,9.0,9.0,9.0,8.0,20.0,25.0,25.0,12.0,3
6137,399,394.0,15,1,0,9.0,9.0,9.0,9.0,9.0,18.0,19.0,16.0,15.0,15.0,3
6138,399,395.0,15,1,0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6140,400,379.0,15,1,1,7.0,10.0,8.0,6.0,7.0,15.0,15.0,20.0,15.0,15.0,3
6142,400,381.0,15,1,0,7.0,10.0,8.0,6.0,7.0,20.0,10.0,20.0,35.0,5.0,3
6143,400,382.0,15,1,0,7.0,10.0,8.0,6.0,7.0,25.0,25.0,25.0,10.0,10.0,3
6144,400,383.0,15,1,1,7.0,10.0,8.0,6.0,7.0,25.0,20.0,10.0,20.0,15.0,3
6145,400,384.0,15,1,1,7.0,10.0,8.0,6.0,7.0,20.0,20.0,20.0,20.0,20.0,3
6146,400,385.0,15,1,0,7.0,10.0,8.0,6.0,7.0,25.0,20.0,20.0,20.0,10.0,3
6147,400,386.0,15,1,0,7.0,10.0,8.0,6.0,7.0,15.0,10.0,30.0,10.0,15.0,3
6148,400,387.0,15,1,1,7.0,10.0,8.0,6.0,7.0,20.0,15.0,25.0,15.0,15.0,3
6149,400,388.0,15,1,0,7.0,10.0,8.0,6.0,7.0,22.0,17.0,15.0,15.0,15.0,3
6150,400,389.0,15,1,1,7.0,10.0,8.0,6.0,7.0,20.0,30.0,20.0,20.0,0.0,3
6152,400,391.0,15,1,0,7.0,10.0,8.0,6.0,7.0,35.0,0.0,35.0,10.0,10.0,3
6153,400,392.0,15,1,0,7.0,10.0,8.0,6.0,7.0,15.0,20.0,15.0,30.0,10.0,3
6154,400,393.0,15,1,0,7.0,10.0,8.0,6.0,7.0,8.0,20.0,25.0,25.0,12.0,3
6155,400,394.0,15,1,0,7.0,10.0,8.0,6.0,7.0,18.0,19.0,16.0,15.0,15.0,3
6156,400,395.0,15,1,1,7.0,10.0,8.0,6.0,7.0,20.0,20.0,20.0,10.0,10.0,3
6158,401,379.0,15,1,0,8.0,5.0,10.0,7.0,5.0,15.0,15.0,20.0,15.0,15.0,3
6160,401,381.0,15,1,0,8.0,5.0,10.0,7.0,5.0,20.0,10.0,20.0,35.0,5.0,3
6161,401,382.0,15,1,0,8.0,5.0,10.0,7.0,5.0,25.0,25.0,25.0,10.0,10.0,3
6162,401,383.0,15,1,0,8.0,5.0,10.0,7.0,5.0,25.0,20.0,10.0,20.0,15.0,3
6163,401,384.0,15,1,0,8.0,5.0,10.0,7.0,5.0,20.0,20.0,20.0,20.0,20.0,3
6164,401,385.0,15,1,0,8.0,5.0,10.0,7.0,5.0,25.0,20.0,20.0,20.0,10.0,3
6165,401,386.0,15,1,0,8.0,5.0,10.0,7.0,5.0,15.0,10.0,30.0,10.0,15.0,3
6166,401,387.0,15,1,0,8.0,5.0,10.0,7.0,5.0,20.0,15.0,25.0,15.0,15.0,3
6167,401,388.0,15,1,0,8.0,5.0,10.0,7.0,5.0,22.0,17.0,15.0,15.0,15.0,3
6168,401,389.0,15,1,1,8.0,5.0,10.0,7.0,5.0,20.0,30.0,20.0,20.0,0.0,3
6170,401,391.0,15,1,0,8.0,5.0,10.0,7.0,5.0,35.0,0.0,35.0,10.0,10.0,3
6171,401,392.0,15,1,0,8.0,5.0,10.0,7.0,5.0,15.0,20.0,15.0,30.0,10.0,3
6172,401,393.0,15,1,0,8.0,5.0,10.0,7.0,5.0,8.0,20.0,25.0,25.0,12.0,3
6173,401,394.0,15,1,0,8.0,5.0,10.0,7.0,5.0,18.0,19.0,16.0,15.0,15.0,3
6174,401,395.0,15,1,0,8.0,5.0,10.0,7.0,5.0,20.0,20.0,20.0,10.0,10.0,3
6187,402,390.0,15,1,0,6.0,8.0,10.0,7.0,9.0,10.0,20.0,20.0,10.0,10.0,3
6193,402,396.0,15,1,0,6.0,8.0,10.0,7.0,9.0,15.0,18.0,18.0,18.0,15.0,3
6194,403,379.0,15,1,0,4.0,8.0,9.0,7.0,9.0,15.0,15.0,20.0,15.0,15.0,3
6196,403,381.0,15,1,0,4.0,8.0,9.0,7.0,9.0,20.0,10.0,20.0,35.0,5.0,3
6197,403,382.0,15,1,0,4.0,8.0,9.0,7.0,9.0,25.0,25.0,25.0,10.0,10.0,3
6198,403,383.0,15,1,0,4.0,8.0,9.0,7.0,9.0,25.0,20.0,10.0,20.0,15.0,3
6199,403,384.0,15,1,0,4.0,8.0,9.0,7.0,9.0,20.0,20.0,20.0,20.0,20.0,3
6200,403,385.0,15,1,0,4.0,8.0,9.0,7.0,9.0,25.0,20.0,20.0,20.0,10.0,3
6201,403,386.0,15,1,0,4.0,8.0,9.0,7.0,9.0,15.0,10.0,30.0,10.0,15.0,3
6202,403,387.0,15,1,0,4.0,8.0,9.0,7.0,9.0,20.0,15.0,25.0,15.0,15.0,3
6203,403,388.0,15,1,0,4.0,8.0,9.0,7.0,9.0,22.0,17.0,15.0,15.0,15.0,3
6204,403,389.0,15,1,0,4.0,8.0,9.0,7.0,9.0,20.0,30.0,20.0,20.0,0.0,3
6206,403,391.0,15,1,0,4.0,8.0,9.0,7.0,9.0,35.0,0.0,35.0,10.0,10.0,3
6207,403,392.0,15,1,0,4.0,8.0,9.0,7.0,9.0,15.0,20.0,15.0,30.0,10.0,3
6208,403,393.0,15,1,1,4.0,8.0,9.0,7.0,9.0,8.0,20.0,25.0,25.0,12.0,3
6209,403,394.0,15,1,0,4.0,8.0,9.0,7.0,9.0,18.0,19.0,16.0,15.0,15.0,3
6210,403,395.0,15,1,0,4.0,8.0,9.0,7.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6212,404,379.0,15,1,0,6.0,9.0,8.0,7.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6214,404,381.0,15,1,0,6.0,9.0,8.0,7.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6215,404,382.0,15,1,1,6.0,9.0,8.0,7.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6216,404,383.0,15,1,1,6.0,9.0,8.0,7.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6217,404,384.0,15,1,1,6.0,9.0,8.0,7.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6218,404,385.0,15,1,1,6.0,9.0,8.0,7.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6219,404,386.0,15,1,0,6.0,9.0,8.0,7.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6220,404,387.0,15,1,1,6.0,9.0,8.0,7.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6221,404,388.0,15,1,0,6.0,9.0,8.0,7.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6222,404,389.0,15,1,1,6.0,9.0,8.0,7.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6224,404,391.0,15,1,0,6.0,9.0,8.0,7.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6225,404,392.0,15,1,1,6.0,9.0,8.0,7.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6226,404,393.0,15,1,0,6.0,9.0,8.0,7.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6227,404,394.0,15,1,1,6.0,9.0,8.0,7.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6228,404,395.0,15,1,0,6.0,9.0,8.0,7.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6231,405,380.0,15,1,0,8.0,8.0,9.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,3
6259,406,390.0,15,1,0,6.0,7.0,8.0,8.0,9.0,10.0,20.0,20.0,10.0,10.0,3
6265,406,396.0,15,1,0,6.0,7.0,8.0,8.0,9.0,15.0,18.0,18.0,18.0,15.0,3
6266,407,379.0,15,1,0,7.0,9.0,7.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6268,407,381.0,15,1,0,7.0,9.0,7.0,8.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6269,407,382.0,15,1,0,7.0,9.0,7.0,8.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6270,407,383.0,15,1,0,7.0,9.0,7.0,8.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6271,407,384.0,15,1,1,7.0,9.0,7.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6272,407,385.0,15,1,0,7.0,9.0,7.0,8.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6273,407,386.0,15,1,0,7.0,9.0,7.0,8.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6274,407,387.0,15,1,1,7.0,9.0,7.0,8.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6275,407,388.0,15,1,0,7.0,9.0,7.0,8.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6276,407,389.0,15,1,0,7.0,9.0,7.0,8.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6278,407,391.0,15,1,0,7.0,9.0,7.0,8.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6279,407,392.0,15,1,0,7.0,9.0,7.0,8.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6280,407,393.0,15,1,0,7.0,9.0,7.0,8.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6281,407,394.0,15,1,0,7.0,9.0,7.0,8.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6282,407,395.0,15,1,0,7.0,9.0,7.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6302,409,379.0,15,1,0,7.0,9.0,9.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6304,409,381.0,15,1,1,7.0,9.0,9.0,8.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6305,409,382.0,15,1,0,7.0,9.0,9.0,8.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6306,409,383.0,15,1,0,7.0,9.0,9.0,8.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6307,409,384.0,15,1,1,7.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6308,409,385.0,15,1,1,7.0,9.0,9.0,8.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6309,409,386.0,15,1,0,7.0,9.0,9.0,8.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6310,409,387.0,15,1,0,7.0,9.0,9.0,8.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6311,409,388.0,15,1,0,7.0,9.0,9.0,8.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6312,409,389.0,15,1,1,7.0,9.0,9.0,8.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6314,409,391.0,15,1,0,7.0,9.0,9.0,8.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6315,409,392.0,15,1,0,7.0,9.0,9.0,8.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6316,409,393.0,15,1,0,7.0,9.0,9.0,8.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6317,409,394.0,15,1,0,7.0,9.0,9.0,8.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6318,409,395.0,15,1,0,7.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6320,410,379.0,15,1,0,7.0,10.0,10.0,6.0,10.0,15.0,15.0,20.0,15.0,15.0,3
6322,410,381.0,15,1,0,7.0,10.0,10.0,6.0,10.0,20.0,10.0,20.0,35.0,5.0,3
6323,410,382.0,15,1,0,7.0,10.0,10.0,6.0,10.0,25.0,25.0,25.0,10.0,10.0,3
6324,410,383.0,15,1,0,7.0,10.0,10.0,6.0,10.0,25.0,20.0,10.0,20.0,15.0,3
6325,410,384.0,15,1,0,7.0,10.0,10.0,6.0,10.0,20.0,20.0,20.0,20.0,20.0,3
6326,410,385.0,15,1,1,7.0,10.0,10.0,6.0,10.0,25.0,20.0,20.0,20.0,10.0,3
6327,410,386.0,15,1,0,7.0,10.0,10.0,6.0,10.0,15.0,10.0,30.0,10.0,15.0,3
6328,410,387.0,15,1,0,7.0,10.0,10.0,6.0,10.0,20.0,15.0,25.0,15.0,15.0,3
6329,410,388.0,15,1,0,7.0,10.0,10.0,6.0,10.0,22.0,17.0,15.0,15.0,15.0,3
6330,410,389.0,15,1,1,7.0,10.0,10.0,6.0,10.0,20.0,30.0,20.0,20.0,0.0,3
6332,410,391.0,15,1,1,7.0,10.0,10.0,6.0,10.0,35.0,0.0,35.0,10.0,10.0,3
6333,410,392.0,15,1,0,7.0,10.0,10.0,6.0,10.0,15.0,20.0,15.0,30.0,10.0,3
6334,410,393.0,15,1,0,7.0,10.0,10.0,6.0,10.0,8.0,20.0,25.0,25.0,12.0,3
6335,410,394.0,15,1,0,7.0,10.0,10.0,6.0,10.0,18.0,19.0,16.0,15.0,15.0,3
6336,410,395.0,15,1,0,7.0,10.0,10.0,6.0,10.0,20.0,20.0,20.0,10.0,10.0,3
6338,411,379.0,15,1,0,8.0,6.0,7.0,9.0,5.0,15.0,15.0,20.0,15.0,15.0,3
6340,411,381.0,15,1,0,8.0,6.0,7.0,9.0,5.0,20.0,10.0,20.0,35.0,5.0,3
6341,411,382.0,15,1,0,8.0,6.0,7.0,9.0,5.0,25.0,25.0,25.0,10.0,10.0,3
6342,411,383.0,15,1,0,8.0,6.0,7.0,9.0,5.0,25.0,20.0,10.0,20.0,15.0,3
6343,411,384.0,15,1,0,8.0,6.0,7.0,9.0,5.0,20.0,20.0,20.0,20.0,20.0,3
6344,411,385.0,15,1,0,8.0,6.0,7.0,9.0,5.0,25.0,20.0,20.0,20.0,10.0,3
6345,411,386.0,15,1,0,8.0,6.0,7.0,9.0,5.0,15.0,10.0,30.0,10.0,15.0,3
6346,411,387.0,15,1,1,8.0,6.0,7.0,9.0,5.0,20.0,15.0,25.0,15.0,15.0,3
6347,411,388.0,15,1,0,8.0,6.0,7.0,9.0,5.0,22.0,17.0,15.0,15.0,15.0,3
6348,411,389.0,15,1,0,8.0,6.0,7.0,9.0,5.0,20.0,30.0,20.0,20.0,0.0,3
6350,411,391.0,15,1,0,8.0,6.0,7.0,9.0,5.0,35.0,0.0,35.0,10.0,10.0,3
6351,411,392.0,15,1,0,8.0,6.0,7.0,9.0,5.0,15.0,20.0,15.0,30.0,10.0,3
6352,411,393.0,15,1,0,8.0,6.0,7.0,9.0,5.0,8.0,20.0,25.0,25.0,12.0,3
6353,411,394.0,15,1,0,8.0,6.0,7.0,9.0,5.0,18.0,19.0,16.0,15.0,15.0,3
6354,411,395.0,15,1,0,8.0,6.0,7.0,9.0,5.0,20.0,20.0,20.0,10.0,10.0,3
6356,412,379.0,15,1,0,7.0,7.0,8.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6358,412,381.0,15,1,0,7.0,7.0,8.0,8.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6359,412,382.0,15,1,0,7.0,7.0,8.0,8.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6360,412,383.0,15,1,1,7.0,7.0,8.0,8.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6361,412,384.0,15,1,1,7.0,7.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6362,412,385.0,15,1,0,7.0,7.0,8.0,8.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6363,412,386.0,15,1,1,7.0,7.0,8.0,8.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6364,412,387.0,15,1,1,7.0,7.0,8.0,8.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6365,412,388.0,15,1,0,7.0,7.0,8.0,8.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6366,412,389.0,15,1,0,7.0,7.0,8.0,8.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6368,412,391.0,15,1,0,7.0,7.0,8.0,8.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6369,412,392.0,15,1,0,7.0,7.0,8.0,8.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6370,412,393.0,15,1,0,7.0,7.0,8.0,8.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6371,412,394.0,15,1,0,7.0,7.0,8.0,8.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6372,412,395.0,15,1,0,7.0,7.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6374,413,379.0,15,1,0,7.0,9.0,8.0,7.0,6.0,15.0,15.0,20.0,15.0,15.0,3
6376,413,381.0,15,1,0,7.0,9.0,8.0,7.0,6.0,20.0,10.0,20.0,35.0,5.0,3
6377,413,382.0,15,1,0,7.0,9.0,8.0,7.0,6.0,25.0,25.0,25.0,10.0,10.0,3
6378,413,383.0,15,1,0,7.0,9.0,8.0,7.0,6.0,25.0,20.0,10.0,20.0,15.0,3
6379,413,384.0,15,1,0,7.0,9.0,8.0,7.0,6.0,20.0,20.0,20.0,20.0,20.0,3
6380,413,385.0,15,1,0,7.0,9.0,8.0,7.0,6.0,25.0,20.0,20.0,20.0,10.0,3
6381,413,386.0,15,1,0,7.0,9.0,8.0,7.0,6.0,15.0,10.0,30.0,10.0,15.0,3
6382,413,387.0,15,1,0,7.0,9.0,8.0,7.0,6.0,20.0,15.0,25.0,15.0,15.0,3
6383,413,388.0,15,1,0,7.0,9.0,8.0,7.0,6.0,22.0,17.0,15.0,15.0,15.0,3
6384,413,389.0,15,1,1,7.0,9.0,8.0,7.0,6.0,20.0,30.0,20.0,20.0,0.0,3
6386,413,391.0,15,1,0,7.0,9.0,8.0,7.0,6.0,35.0,0.0,35.0,10.0,10.0,3
6387,413,392.0,15,1,0,7.0,9.0,8.0,7.0,6.0,15.0,20.0,15.0,30.0,10.0,3
6388,413,393.0,15,1,0,7.0,9.0,8.0,7.0,6.0,8.0,20.0,25.0,25.0,12.0,3
6389,413,394.0,15,1,0,7.0,9.0,8.0,7.0,6.0,18.0,19.0,16.0,15.0,15.0,3
6390,413,395.0,15,1,0,7.0,9.0,8.0,7.0,6.0,20.0,20.0,20.0,10.0,10.0,3
6410,415,379.0,15,1,0,7.0,8.0,10.0,4.0,8.0,15.0,15.0,20.0,15.0,15.0,3
6412,415,381.0,15,1,0,7.0,8.0,10.0,4.0,8.0,20.0,10.0,20.0,35.0,5.0,3
6413,415,382.0,15,1,0,7.0,8.0,10.0,4.0,8.0,25.0,25.0,25.0,10.0,10.0,3
6414,415,383.0,15,1,0,7.0,8.0,10.0,4.0,8.0,25.0,20.0,10.0,20.0,15.0,3
6415,415,384.0,15,1,0,7.0,8.0,10.0,4.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6416,415,385.0,15,1,0,7.0,8.0,10.0,4.0,8.0,25.0,20.0,20.0,20.0,10.0,3
6417,415,386.0,15,1,0,7.0,8.0,10.0,4.0,8.0,15.0,10.0,30.0,10.0,15.0,3
6418,415,387.0,15,1,0,7.0,8.0,10.0,4.0,8.0,20.0,15.0,25.0,15.0,15.0,3
6419,415,388.0,15,1,0,7.0,8.0,10.0,4.0,8.0,22.0,17.0,15.0,15.0,15.0,3
6420,415,389.0,15,1,0,7.0,8.0,10.0,4.0,8.0,20.0,30.0,20.0,20.0,0.0,3
6422,415,391.0,15,1,0,7.0,8.0,10.0,4.0,8.0,35.0,0.0,35.0,10.0,10.0,3
6423,415,392.0,15,1,0,7.0,8.0,10.0,4.0,8.0,15.0,20.0,15.0,30.0,10.0,3
6424,415,393.0,15,1,0,7.0,8.0,10.0,4.0,8.0,8.0,20.0,25.0,25.0,12.0,3
6425,415,394.0,15,1,0,7.0,8.0,10.0,4.0,8.0,18.0,19.0,16.0,15.0,15.0,3
6426,415,395.0,15,1,0,7.0,8.0,10.0,4.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6436,417,422.0,16,0,1,7.0,8.0,8.0,4.0,8.0,30.0,25.0,20.0,10.0,10.0,3
6437,417,423.0,16,0,0,7.0,8.0,8.0,4.0,8.0,30.0,20.0,30.0,10.0,5.0,3
6439,417,425.0,16,0,0,7.0,8.0,8.0,4.0,8.0,16.0,25.0,20.0,12.0,12.0,3
6440,417,426.0,16,0,0,7.0,8.0,8.0,4.0,8.0,25.0,7.0,35.0,20.0,8.0,3
6441,417,427.0,16,0,0,7.0,8.0,8.0,4.0,8.0,20.0,20.0,20.0,20.0,20.0,3
6443,417,429.0,16,0,0,7.0,8.0,8.0,4.0,8.0,55.0,10.0,15.0,15.0,5.0,3
6446,418,424.0,16,0,0,7.0,9.0,8.0,7.0,5.0,17.0,16.0,17.0,17.0,17.0,3
6450,418,428.0,16,0,0,7.0,9.0,8.0,7.0,5.0,60.0,10.0,10.0,10.0,10.0,3
6452,419,422.0,16,0,1,9.0,8.0,9.0,5.0,3.0,30.0,25.0,20.0,10.0,10.0,3
6453,419,423.0,16,0,0,9.0,8.0,9.0,5.0,3.0,30.0,20.0,30.0,10.0,5.0,3
6455,419,425.0,16,0,0,9.0,8.0,9.0,5.0,3.0,16.0,25.0,20.0,12.0,12.0,3
6456,419,426.0,16,0,0,9.0,8.0,9.0,5.0,3.0,25.0,7.0,35.0,20.0,8.0,3
6457,419,427.0,16,0,0,9.0,8.0,9.0,5.0,3.0,20.0,20.0,20.0,20.0,20.0,3
6459,419,429.0,16,0,0,9.0,8.0,9.0,5.0,3.0,55.0,10.0,15.0,15.0,5.0,3
6460,420,422.0,16,0,1,8.0,9.0,10.0,7.0,7.0,30.0,25.0,20.0,10.0,10.0,3
6461,420,423.0,16,0,0,8.0,9.0,10.0,7.0,7.0,30.0,20.0,30.0,10.0,5.0,3
6463,420,425.0,16,0,0,8.0,9.0,10.0,7.0,7.0,16.0,25.0,20.0,12.0,12.0,3
6464,420,426.0,16,0,0,8.0,9.0,10.0,7.0,7.0,25.0,7.0,35.0,20.0,8.0,3
6465,420,427.0,16,0,0,8.0,9.0,10.0,7.0,7.0,20.0,20.0,20.0,20.0,20.0,3
6467,420,429.0,16,0,0,8.0,9.0,10.0,7.0,7.0,55.0,10.0,15.0,15.0,5.0,3
6470,421,424.0,16,0,0,7.0,7.0,6.0,6.0,6.0,17.0,16.0,17.0,17.0,17.0,3
6474,421,428.0,16,0,1,7.0,7.0,6.0,6.0,6.0,60.0,10.0,10.0,10.0,10.0,3
6477,422,417.0,16,1,1,8.0,10.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,3
6479,422,419.0,16,1,1,8.0,10.0,8.0,8.0,8.0,5.0,30.0,20.0,10.0,5.0,3
6480,422,420.0,16,1,1,8.0,10.0,8.0,8.0,8.0,10.0,10.0,40.0,10.0,15.0,3
6483,423,417.0,16,1,0,7.0,9.0,9.0,8.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6485,423,419.0,16,1,0,7.0,9.0,9.0,8.0,9.0,5.0,30.0,20.0,10.0,5.0,3
6486,423,420.0,16,1,0,7.0,9.0,9.0,8.0,9.0,10.0,10.0,40.0,10.0,15.0,3
6490,424,418.0,16,1,0,7.0,7.0,7.0,7.0,7.0,15.0,25.0,20.0,15.0,10.0,3
6493,424,421.0,16,1,0,7.0,7.0,7.0,7.0,7.0,20.0,10.0,30.0,20.0,10.0,3
6495,425,417.0,16,1,0,6.0,9.0,9.0,6.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6497,425,419.0,16,1,0,6.0,9.0,9.0,6.0,9.0,5.0,30.0,20.0,10.0,5.0,3
6498,425,420.0,16,1,0,6.0,9.0,9.0,6.0,9.0,10.0,10.0,40.0,10.0,15.0,3
6501,426,417.0,16,1,0,8.0,8.0,10.0,8.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6503,426,419.0,16,1,0,8.0,8.0,10.0,8.0,9.0,5.0,30.0,20.0,10.0,5.0,3
6504,426,420.0,16,1,0,8.0,8.0,10.0,8.0,9.0,10.0,10.0,40.0,10.0,15.0,3
6507,427,417.0,16,1,0,7.0,10.0,7.0,8.0,9.0,20.0,20.0,20.0,10.0,10.0,3
6509,427,419.0,16,1,0,7.0,10.0,7.0,8.0,9.0,5.0,30.0,20.0,10.0,5.0,3
6510,427,420.0,16,1,0,7.0,10.0,7.0,8.0,9.0,10.0,10.0,40.0,10.0,15.0,3
6514,428,418.0,16,1,0,8.0,8.0,9.0,7.0,9.0,15.0,25.0,20.0,15.0,10.0,3
6517,428,421.0,16,1,1,8.0,8.0,9.0,7.0,9.0,20.0,10.0,30.0,20.0,10.0,3
