,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group
585,44,26.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,20.0,20.0,15.0,15.0,1
588,44,29.0,2,1,1,7.0,9.0,9.0,8.0,9.0,20.0,22.0,18.0,15.0,15.0,1
589,44,30.0,2,1,0,7.0,9.0,9.0,8.0,9.0,10.0,20.0,20.0,20.0,20.0,1
590,44,31.0,2,1,0,7.0,9.0,9.0,8.0,9.0,35.0,10.0,20.0,20.0,10.0,1
592,44,33.0,2,1,0,7.0,9.0,9.0,8.0,9.0,30.0,20.0,30.0,10.0,0.0,1
594,44,35.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,23.0,23.0,22.0,7.0,1
595,44,36.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,25.0,20.0,15.0,15.0,1
596,44,37.0,2,1,1,7.0,9.0,9.0,8.0,9.0,10.0,10.0,30.0,25.0,10.0,1
602,45,24.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,15.0,20.0,1
603,45,25.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,15.0,15.0,15.0,1
604,45,26.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,15.0,15.0,1
607,45,29.0,2,1,1,7.0,8.0,8.0,6.0,7.0,20.0,22.0,18.0,15.0,15.0,1
608,45,30.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,20.0,20.0,1
609,45,31.0,2,1,0,7.0,8.0,8.0,6.0,7.0,35.0,10.0,20.0,20.0,10.0,1
611,45,33.0,2,1,0,7.0,8.0,8.0,6.0,7.0,30.0,20.0,30.0,10.0,0.0,1
613,45,35.0,2,1,1,7.0,8.0,8.0,6.0,7.0,20.0,23.0,23.0,22.0,7.0,1
614,45,36.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,25.0,20.0,15.0,15.0,1
615,45,37.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,10.0,30.0,25.0,10.0,1
621,46,24.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,20.0,20.0,15.0,20.0,1
622,46,25.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,20.0,15.0,15.0,15.0,1
623,46,26.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,20.0,20.0,15.0,15.0,1
626,46,29.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,22.0,18.0,15.0,15.0,1
627,46,30.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,20.0,20.0,20.0,20.0,1
628,46,31.0,2,1,0,7.0,8.0,7.0,5.0,7.0,35.0,10.0,20.0,20.0,10.0,1
630,46,33.0,2,1,0,7.0,8.0,7.0,5.0,7.0,30.0,20.0,30.0,10.0,0.0,1
632,46,35.0,2,1,1,7.0,8.0,7.0,5.0,7.0,20.0,23.0,23.0,22.0,7.0,1
633,46,36.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,25.0,20.0,15.0,15.0,1
634,46,37.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,10.0,30.0,25.0,10.0,1
640,47,24.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,20.0,20.0,15.0,20.0,1
641,47,25.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,20.0,15.0,15.0,15.0,1
642,47,26.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,20.0,20.0,15.0,15.0,1
645,47,29.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,22.0,18.0,15.0,15.0,1
646,47,30.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,20.0,20.0,20.0,20.0,1
647,47,31.0,2,1,0,8.0,7.0,9.0,9.0,3.0,35.0,10.0,20.0,20.0,10.0,1
649,47,33.0,2,1,0,8.0,7.0,9.0,9.0,3.0,30.0,20.0,30.0,10.0,0.0,1
651,47,35.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,23.0,23.0,22.0,7.0,1
652,47,36.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,25.0,20.0,15.0,15.0,1
653,47,37.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,10.0,30.0,25.0,10.0,1
659,48,24.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,20.0,20.0,15.0,20.0,1
660,48,25.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,1
661,48,26.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,1
664,48,29.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,22.0,18.0,15.0,15.0,1
665,48,30.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,1
666,48,31.0,2,1,1,7.0,9.0,7.0,6.0,6.0,35.0,10.0,20.0,20.0,10.0,1
668,48,33.0,2,1,0,7.0,9.0,7.0,6.0,6.0,30.0,20.0,30.0,10.0,0.0,1
670,48,35.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,23.0,23.0,22.0,7.0,1
671,48,36.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,25.0,20.0,15.0,15.0,1
672,48,37.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,10.0,30.0,25.0,10.0,1
675,49,21.0,2,1,0,7.0,10.0,10.0,10.0,8.0,12.0,18.0,20.0,16.0,16.0,1
677,49,23.0,2,1,0,7.0,10.0,10.0,10.0,8.0,10.0,20.0,40.0,10.0,10.0,1
686,49,32.0,2,1,0,7.0,10.0,10.0,10.0,8.0,50.0,0.0,50.0,0.0,0.0,1
688,49,34.0,2,1,1,7.0,10.0,10.0,10.0,8.0,30.0,5.0,30.0,15.0,15.0,1
695,50,22.0,2,1,0,8.0,9.0,10.0,9.0,8.0,20.0,20.0,20.0,10.0,10.0,1
711,50,38.0,2,1,1,8.0,9.0,10.0,9.0,8.0,50.0,10.0,20.0,10.0,10.0,1
716,51,24.0,2,1,0,6.0,8.0,10.0,2.0,2.0,10.0,20.0,20.0,15.0,20.0,1
717,51,25.0,2,1,0,6.0,8.0,10.0,2.0,2.0,20.0,20.0,15.0,15.0,15.0,1
718,51,26.0,2,1,0,6.0,8.0,10.0,2.0,2.0,20.0,20.0,20.0,15.0,15.0,1
721,51,29.0,2,1,0,6.0,8.0,10.0,2.0,2.0,20.0,22.0,18.0,15.0,15.0,1
722,51,30.0,2,1,0,6.0,8.0,10.0,2.0,2.0,10.0,20.0,20.0,20.0,20.0,1
723,51,31.0,2,1,0,6.0,8.0,10.0,2.0,2.0,35.0,10.0,20.0,20.0,10.0,1
725,51,33.0,2,1,0,6.0,8.0,10.0,2.0,2.0,30.0,20.0,30.0,10.0,0.0,1
727,51,35.0,2,1,0,6.0,8.0,10.0,2.0,2.0,20.0,23.0,23.0,22.0,7.0,1
728,51,36.0,2,1,1,6.0,8.0,10.0,2.0,2.0,20.0,25.0,20.0,15.0,15.0,1
729,51,37.0,2,1,0,6.0,8.0,10.0,2.0,2.0,10.0,10.0,30.0,25.0,10.0,1
735,52,24.0,2,1,0,5.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,15.0,20.0,1
736,52,25.0,2,1,0,5.0,8.0,8.0,6.0,7.0,20.0,20.0,15.0,15.0,15.0,1
737,52,26.0,2,1,0,5.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,15.0,15.0,1
740,52,29.0,2,1,0,5.0,8.0,8.0,6.0,7.0,20.0,22.0,18.0,15.0,15.0,1
741,52,30.0,2,1,0,5.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,20.0,20.0,1
742,52,31.0,2,1,0,5.0,8.0,8.0,6.0,7.0,35.0,10.0,20.0,20.0,10.0,1
744,52,33.0,2,1,0,5.0,8.0,8.0,6.0,7.0,30.0,20.0,30.0,10.0,0.0,1
746,52,35.0,2,1,0,5.0,8.0,8.0,6.0,7.0,20.0,23.0,23.0,22.0,7.0,1
747,52,36.0,2,1,0,5.0,8.0,8.0,6.0,7.0,20.0,25.0,20.0,15.0,15.0,1
748,52,37.0,2,1,1,5.0,8.0,8.0,6.0,7.0,10.0,10.0,30.0,25.0,10.0,1
754,53,24.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,20.0,20.0,15.0,20.0,1
755,53,25.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,20.0,15.0,15.0,15.0,1
756,53,26.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,20.0,20.0,15.0,15.0,1
759,53,29.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,22.0,18.0,15.0,15.0,1
760,53,30.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,20.0,20.0,20.0,20.0,1
761,53,31.0,2,1,0,8.0,9.0,8.0,8.0,8.0,35.0,10.0,20.0,20.0,10.0,1
763,53,33.0,2,1,0,8.0,9.0,8.0,8.0,8.0,30.0,20.0,30.0,10.0,0.0,1
765,53,35.0,2,1,1,8.0,9.0,8.0,8.0,8.0,20.0,23.0,23.0,22.0,7.0,1
766,53,36.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,25.0,20.0,15.0,15.0,1
767,53,37.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,30.0,25.0,10.0,1
773,54,24.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,20.0,20.0,15.0,20.0,1
774,54,25.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,20.0,15.0,15.0,15.0,1
775,54,26.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,20.0,20.0,15.0,15.0,1
778,54,29.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,22.0,18.0,15.0,15.0,1
779,54,30.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,20.0,20.0,20.0,20.0,1
780,54,31.0,2,1,0,8.0,9.0,8.0,8.0,8.0,35.0,10.0,20.0,20.0,10.0,1
782,54,33.0,2,1,0,8.0,9.0,8.0,8.0,8.0,30.0,20.0,30.0,10.0,0.0,1
784,54,35.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,23.0,23.0,22.0,7.0,1
785,54,36.0,2,1,0,8.0,9.0,8.0,8.0,8.0,20.0,25.0,20.0,15.0,15.0,1
786,54,37.0,2,1,0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,30.0,25.0,10.0,1
790,55,22.0,2,1,0,6.0,10.0,9.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,1
806,55,38.0,2,1,1,6.0,10.0,9.0,10.0,10.0,50.0,10.0,20.0,10.0,10.0,1
811,56,69.0,3,0,1,10.0,10.0,8.0,9.0,5.0,50.0,10.0,30.0,10.0,0.0,1
812,56,70.0,3,0,1,10.0,10.0,8.0,9.0,5.0,25.0,10.0,20.0,20.0,15.0,1
813,56,71.0,3,0,0,10.0,10.0,8.0,9.0,5.0,60.0,15.0,0.0,15.0,0.0,1
814,56,72.0,3,0,0,10.0,10.0,8.0,9.0,5.0,21.0,20.0,19.0,20.0,10.0,1
815,56,73.0,3,0,0,10.0,10.0,8.0,9.0,5.0,30.0,10.0,20.0,30.0,0.0,1
816,56,74.0,3,0,0,10.0,10.0,8.0,9.0,5.0,30.0,0.0,30.0,30.0,10.0,1
821,57,69.0,3,0,0,6.0,10.0,9.0,10.0,10.0,50.0,10.0,30.0,10.0,0.0,1
822,57,70.0,3,0,0,6.0,10.0,9.0,10.0,10.0,25.0,10.0,20.0,20.0,15.0,1
823,57,71.0,3,0,1,6.0,10.0,9.0,10.0,10.0,60.0,15.0,0.0,15.0,0.0,1
824,57,72.0,3,0,0,6.0,10.0,9.0,10.0,10.0,21.0,20.0,19.0,20.0,10.0,1
825,57,73.0,3,0,0,6.0,10.0,9.0,10.0,10.0,30.0,10.0,20.0,30.0,0.0,1
826,57,74.0,3,0,0,6.0,10.0,9.0,10.0,10.0,30.0,0.0,30.0,30.0,10.0,1
849,60,67.0,3,0,0,7.0,9.0,9.0,9.0,9.0,20.0,15.0,20.0,20.0,5.0,1
857,60,75.0,3,0,0,7.0,9.0,9.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,1
861,61,69.0,3,0,0,7.0,10.0,10.0,7.0,7.0,50.0,10.0,30.0,10.0,0.0,1
862,61,70.0,3,0,0,7.0,10.0,10.0,7.0,7.0,25.0,10.0,20.0,20.0,15.0,1
863,61,71.0,3,0,1,7.0,10.0,10.0,7.0,7.0,60.0,15.0,0.0,15.0,0.0,1
864,61,72.0,3,0,0,7.0,10.0,10.0,7.0,7.0,21.0,20.0,19.0,20.0,10.0,1
865,61,73.0,3,0,0,7.0,10.0,10.0,7.0,7.0,30.0,10.0,20.0,30.0,0.0,1
866,61,74.0,3,0,0,7.0,10.0,10.0,7.0,7.0,30.0,0.0,30.0,30.0,10.0,1
868,62,66.0,3,0,0,9.0,9.0,9.0,9.0,9.0,20.0,25.0,15.0,15.0,53.0,1
899,65,67.0,3,0,0,7.0,9.0,8.0,9.0,9.0,20.0,15.0,20.0,20.0,5.0,1
907,65,75.0,3,0,0,7.0,9.0,8.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,1
914,66,62.0,3,1,0,6.0,7.0,8.0,7.0,8.0,30.0,10.0,20.0,20.0,10.0,1
922,67,60.0,3,1,0,5.0,7.0,7.0,6.0,7.0,5.0,20.0,25.0,15.0,15.0,1
927,67,65.0,3,1,0,5.0,7.0,7.0,6.0,7.0,17.0,17.0,17.0,17.0,17.0,1
938,69,56.0,3,1,1,5.0,9.0,8.0,5.0,8.0,17.0,18.0,18.0,15.0,17.0,1
939,69,57.0,3,1,0,5.0,9.0,8.0,5.0,8.0,10.0,20.0,20.0,20.0,15.0,1
943,69,61.0,3,1,0,5.0,9.0,8.0,5.0,8.0,15.0,15.0,20.0,15.0,15.0,1
948,70,56.0,3,1,1,8.0,6.0,9.0,8.0,6.0,17.0,18.0,18.0,15.0,17.0,1
949,70,57.0,3,1,0,8.0,6.0,9.0,8.0,6.0,10.0,20.0,20.0,20.0,15.0,1
953,70,61.0,3,1,0,8.0,6.0,9.0,8.0,6.0,15.0,15.0,20.0,15.0,15.0,1
958,71,56.0,3,1,0,6.0,8.0,10.0,8.0,10.0,17.0,18.0,18.0,15.0,17.0,1
959,71,57.0,3,1,1,6.0,8.0,10.0,8.0,10.0,10.0,20.0,20.0,20.0,15.0,1
963,71,61.0,3,1,1,6.0,8.0,10.0,8.0,10.0,15.0,15.0,20.0,15.0,15.0,1
968,72,56.0,3,1,0,7.0,9.0,8.0,8.0,8.0,17.0,18.0,18.0,15.0,17.0,1
969,72,57.0,3,1,0,7.0,9.0,8.0,8.0,8.0,10.0,20.0,20.0,20.0,15.0,1
973,72,61.0,3,1,0,7.0,9.0,8.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,1
978,73,56.0,3,1,0,7.0,7.0,7.0,8.0,8.0,17.0,18.0,18.0,15.0,17.0,1
979,73,57.0,3,1,0,7.0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,15.0,1
983,73,61.0,3,1,0,7.0,7.0,7.0,8.0,8.0,15.0,15.0,20.0,15.0,15.0,1
988,74,56.0,3,1,0,7.0,9.0,8.0,9.0,7.0,17.0,18.0,18.0,15.0,17.0,1
989,74,57.0,3,1,0,7.0,9.0,8.0,9.0,7.0,10.0,20.0,20.0,20.0,15.0,1
993,74,61.0,3,1,0,7.0,9.0,8.0,9.0,7.0,15.0,15.0,20.0,15.0,15.0,1
1002,75,60.0,3,1,0,7.0,7.0,8.0,8.0,8.0,5.0,20.0,25.0,15.0,15.0,1
1007,75,65.0,3,1,0,7.0,7.0,8.0,8.0,8.0,17.0,17.0,17.0,17.0,17.0,1
1009,76,95.0,4,0,0,6.0,6.0,8.0,6.0,4.0,18.0,18.0,18.0,19.0,13.0,1
1011,76,97.0,4,0,0,6.0,6.0,8.0,6.0,4.0,50.0,7.0,20.0,23.0,0.0,1
1012,76,98.0,4,0,0,6.0,6.0,8.0,6.0,4.0,40.0,20.0,15.0,20.0,0.0,1
1013,76,99.0,4,0,0,6.0,6.0,8.0,6.0,4.0,30.0,30.0,20.0,10.0,10.0,1
1016,76,102.0,4,0,0,6.0,6.0,8.0,6.0,4.0,30.0,10.0,30.0,20.0,10.0,1
1017,76,103.0,4,0,0,6.0,6.0,8.0,6.0,4.0,40.0,5.0,20.0,10.0,10.0,1
1018,76,104.0,4,0,0,6.0,6.0,8.0,6.0,4.0,20.0,15.0,25.0,15.0,20.0,1
1021,76,107.0,4,0,1,6.0,6.0,8.0,6.0,4.0,19.0,24.0,21.0,23.0,5.0,1
1022,76,108.0,4,0,0,6.0,6.0,8.0,6.0,4.0,10.0,20.0,35.0,20.0,0.0,1
1024,76,110.0,4,0,1,6.0,6.0,8.0,6.0,4.0,20.0,20.0,15.0,15.0,5.0,1
1027,77,95.0,4,0,0,6.0,8.0,8.0,8.0,8.0,18.0,18.0,18.0,19.0,13.0,1
1029,77,97.0,4,0,1,6.0,8.0,8.0,8.0,8.0,50.0,7.0,20.0,23.0,0.0,1
1030,77,98.0,4,0,1,6.0,8.0,8.0,8.0,8.0,40.0,20.0,15.0,20.0,0.0,1
1031,77,99.0,4,0,1,6.0,8.0,8.0,8.0,8.0,30.0,30.0,20.0,10.0,10.0,1
1034,77,102.0,4,0,0,6.0,8.0,8.0,8.0,8.0,30.0,10.0,30.0,20.0,10.0,1
1035,77,103.0,4,0,0,6.0,8.0,8.0,8.0,8.0,40.0,5.0,20.0,10.0,10.0,1
1036,77,104.0,4,0,0,6.0,8.0,8.0,8.0,8.0,20.0,15.0,25.0,15.0,20.0,1
1039,77,107.0,4,0,1,6.0,8.0,8.0,8.0,8.0,19.0,24.0,21.0,23.0,5.0,1
1040,77,108.0,4,0,0,6.0,8.0,8.0,8.0,8.0,10.0,20.0,35.0,20.0,0.0,1
1042,77,110.0,4,0,0,6.0,8.0,8.0,8.0,8.0,20.0,20.0,15.0,15.0,5.0,1
1046,78,96.0,4,0,0,3.0,10.0,8.0,3.0,8.0,10.0,20.0,20.0,22.0,6.0,1
1056,78,106.0,4,0,1,3.0,10.0,8.0,3.0,8.0,10.0,20.0,35.0,10.0,5.0,1
1062,79,94.0,4,0,0,7.0,9.0,7.0,8.0,7.0,20.0,20.0,20.0,10.0,10.0,1
1069,79,101.0,4,0,0,7.0,9.0,7.0,8.0,7.0,40.0,8.0,10.0,12.0,10.0,1
1077,79,109.0,4,0,0,7.0,9.0,7.0,8.0,7.0,15.0,10.0,30.0,10.0,5.0,1
1079,79,111.0,4,0,0,7.0,9.0,7.0,8.0,7.0,20.0,20.0,20.0,20.0,10.0,1
1080,80,94.0,4,0,0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,10.0,10.0,1
1087,80,101.0,4,0,0,8.0,8.0,8.0,8.0,8.0,40.0,8.0,10.0,12.0,10.0,1
1095,80,109.0,4,0,1,8.0,8.0,8.0,8.0,8.0,15.0,10.0,30.0,10.0,5.0,1
1097,80,111.0,4,0,0,8.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,1
1099,81,95.0,4,0,0,8.0,7.0,7.0,8.0,7.0,18.0,18.0,18.0,19.0,13.0,1
1101,81,97.0,4,0,0,8.0,7.0,7.0,8.0,7.0,50.0,7.0,20.0,23.0,0.0,1
1102,81,98.0,4,0,0,8.0,7.0,7.0,8.0,7.0,40.0,20.0,15.0,20.0,0.0,1
1103,81,99.0,4,0,1,8.0,7.0,7.0,8.0,7.0,30.0,30.0,20.0,10.0,10.0,1
1106,81,102.0,4,0,0,8.0,7.0,7.0,8.0,7.0,30.0,10.0,30.0,20.0,10.0,1
1107,81,103.0,4,0,0,8.0,7.0,7.0,8.0,7.0,40.0,5.0,20.0,10.0,10.0,1
1108,81,104.0,4,0,1,8.0,7.0,7.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,1
1111,81,107.0,4,0,0,8.0,7.0,7.0,8.0,7.0,19.0,24.0,21.0,23.0,5.0,1
1112,81,108.0,4,0,1,8.0,7.0,7.0,8.0,7.0,10.0,20.0,35.0,20.0,0.0,1
1114,81,110.0,4,0,0,8.0,7.0,7.0,8.0,7.0,20.0,20.0,15.0,15.0,5.0,1
1122,82,100.0,4,0,0,8.0,9.0,8.0,8.0,7.0,20.0,25.0,25.0,15.0,5.0,1
1136,83,96.0,4,0,0,5.0,9.0,5.0,9.0,5.0,10.0,20.0,20.0,22.0,6.0,1
1146,83,106.0,4,0,0,5.0,9.0,5.0,9.0,5.0,10.0,20.0,35.0,10.0,5.0,1
1154,84,96.0,4,0,0,7.0,9.0,8.0,7.0,5.0,10.0,20.0,20.0,22.0,6.0,1
1164,84,106.0,4,0,0,7.0,9.0,8.0,7.0,5.0,10.0,20.0,35.0,10.0,5.0,1
1171,85,95.0,4,0,0,7.0,9.0,8.0,9.0,9.0,18.0,18.0,18.0,19.0,13.0,1
1173,85,97.0,4,0,0,7.0,9.0,8.0,9.0,9.0,50.0,7.0,20.0,23.0,0.0,1
1174,85,98.0,4,0,0,7.0,9.0,8.0,9.0,9.0,40.0,20.0,15.0,20.0,0.0,1
1175,85,99.0,4,0,0,7.0,9.0,8.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,1
1178,85,102.0,4,0,0,7.0,9.0,8.0,9.0,9.0,30.0,10.0,30.0,20.0,10.0,1
1179,85,103.0,4,0,0,7.0,9.0,8.0,9.0,9.0,40.0,5.0,20.0,10.0,10.0,1
1180,85,104.0,4,0,0,7.0,9.0,8.0,9.0,9.0,20.0,15.0,25.0,15.0,20.0,1
1183,85,107.0,4,0,1,7.0,9.0,8.0,9.0,9.0,19.0,24.0,21.0,23.0,5.0,1
1184,85,108.0,4,0,0,7.0,9.0,8.0,9.0,9.0,10.0,20.0,35.0,20.0,0.0,1
1186,85,110.0,4,0,0,7.0,9.0,8.0,9.0,9.0,20.0,20.0,15.0,15.0,5.0,1
1189,86,95.0,4,0,0,7.0,9.0,9.0,9.0,4.0,18.0,18.0,18.0,19.0,13.0,1
1191,86,97.0,4,0,1,7.0,9.0,9.0,9.0,4.0,50.0,7.0,20.0,23.0,0.0,1
1192,86,98.0,4,0,0,7.0,9.0,9.0,9.0,4.0,40.0,20.0,15.0,20.0,0.0,1
1193,86,99.0,4,0,0,7.0,9.0,9.0,9.0,4.0,30.0,30.0,20.0,10.0,10.0,1
1196,86,102.0,4,0,0,7.0,9.0,9.0,9.0,4.0,30.0,10.0,30.0,20.0,10.0,1
1197,86,103.0,4,0,0,7.0,9.0,9.0,9.0,4.0,40.0,5.0,20.0,10.0,10.0,1
1198,86,104.0,4,0,1,7.0,9.0,9.0,9.0,4.0,20.0,15.0,25.0,15.0,20.0,1
1201,86,107.0,4,0,1,7.0,9.0,9.0,9.0,4.0,19.0,24.0,21.0,23.0,5.0,1
1202,86,108.0,4,0,1,7.0,9.0,9.0,9.0,4.0,10.0,20.0,35.0,20.0,0.0,1
1204,86,110.0,4,0,1,7.0,9.0,9.0,9.0,4.0,20.0,20.0,15.0,15.0,5.0,1
1207,87,95.0,4,0,0,9.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,19.0,13.0,1
1209,87,97.0,4,0,0,9.0,9.0,9.0,9.0,9.0,50.0,7.0,20.0,23.0,0.0,1
1210,87,98.0,4,0,0,9.0,9.0,9.0,9.0,9.0,40.0,20.0,15.0,20.0,0.0,1
1211,87,99.0,4,0,1,9.0,9.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,1
1214,87,102.0,4,0,0,9.0,9.0,9.0,9.0,9.0,30.0,10.0,30.0,20.0,10.0,1
1215,87,103.0,4,0,0,9.0,9.0,9.0,9.0,9.0,40.0,5.0,20.0,10.0,10.0,1
1216,87,104.0,4,0,0,9.0,9.0,9.0,9.0,9.0,20.0,15.0,25.0,15.0,20.0,1
1219,87,107.0,4,0,1,9.0,9.0,9.0,9.0,9.0,19.0,24.0,21.0,23.0,5.0,1
1220,87,108.0,4,0,0,9.0,9.0,9.0,9.0,9.0,10.0,20.0,35.0,20.0,0.0,1
1222,87,110.0,4,0,0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,15.0,15.0,5.0,1
1225,88,95.0,4,0,0,9.0,9.0,9.0,9.0,9.0,18.0,18.0,18.0,19.0,13.0,1
1227,88,97.0,4,0,0,9.0,9.0,9.0,9.0,9.0,50.0,7.0,20.0,23.0,0.0,1
1228,88,98.0,4,0,0,9.0,9.0,9.0,9.0,9.0,40.0,20.0,15.0,20.0,0.0,1
1229,88,99.0,4,0,0,9.0,9.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,1
1232,88,102.0,4,0,0,9.0,9.0,9.0,9.0,9.0,30.0,10.0,30.0,20.0,10.0,1
1233,88,103.0,4,0,0,9.0,9.0,9.0,9.0,9.0,40.0,5.0,20.0,10.0,10.0,1
1234,88,104.0,4,0,0,9.0,9.0,9.0,9.0,9.0,20.0,15.0,25.0,15.0,20.0,1
1237,88,107.0,4,0,0,9.0,9.0,9.0,9.0,9.0,19.0,24.0,21.0,23.0,5.0,1
1238,88,108.0,4,0,0,9.0,9.0,9.0,9.0,9.0,10.0,20.0,35.0,20.0,0.0,1
1240,88,110.0,4,0,0,9.0,9.0,9.0,9.0,9.0,20.0,20.0,15.0,15.0,5.0,1
1243,89,95.0,4,0,0,8.0,9.0,9.0,8.0,10.0,18.0,18.0,18.0,19.0,13.0,1
1245,89,97.0,4,0,0,8.0,9.0,9.0,8.0,10.0,50.0,7.0,20.0,23.0,0.0,1
1246,89,98.0,4,0,0,8.0,9.0,9.0,8.0,10.0,40.0,20.0,15.0,20.0,0.0,1
1247,89,99.0,4,0,1,8.0,9.0,9.0,8.0,10.0,30.0,30.0,20.0,10.0,10.0,1
1250,89,102.0,4,0,0,8.0,9.0,9.0,8.0,10.0,30.0,10.0,30.0,20.0,10.0,1
1251,89,103.0,4,0,0,8.0,9.0,9.0,8.0,10.0,40.0,5.0,20.0,10.0,10.0,1
1252,89,104.0,4,0,1,8.0,9.0,9.0,8.0,10.0,20.0,15.0,25.0,15.0,20.0,1
1255,89,107.0,4,0,0,8.0,9.0,9.0,8.0,10.0,19.0,24.0,21.0,23.0,5.0,1
1256,89,108.0,4,0,0,8.0,9.0,9.0,8.0,10.0,10.0,20.0,35.0,20.0,0.0,1
1258,89,110.0,4,0,0,8.0,9.0,9.0,8.0,10.0,20.0,20.0,15.0,15.0,5.0,1
1260,90,94.0,4,0,0,5.0,8.0,7.0,5.0,5.0,20.0,20.0,20.0,10.0,10.0,1
1267,90,101.0,4,0,0,5.0,8.0,7.0,5.0,5.0,40.0,8.0,10.0,12.0,10.0,1
1275,90,109.0,4,0,1,5.0,8.0,7.0,5.0,5.0,15.0,10.0,30.0,10.0,5.0,1
1277,90,111.0,4,0,0,5.0,8.0,7.0,5.0,5.0,20.0,20.0,20.0,20.0,10.0,1
1284,91,100.0,4,0,0,6.0,7.0,9.0,7.0,8.0,20.0,25.0,25.0,15.0,5.0,1
1297,92,95.0,4,0,0,9.0,10.0,9.0,9.0,9.0,18.0,18.0,18.0,19.0,13.0,1
1299,92,97.0,4,0,1,9.0,10.0,9.0,9.0,9.0,50.0,7.0,20.0,23.0,0.0,1
1300,92,98.0,4,0,1,9.0,10.0,9.0,9.0,9.0,40.0,20.0,15.0,20.0,0.0,1
1301,92,99.0,4,0,1,9.0,10.0,9.0,9.0,9.0,30.0,30.0,20.0,10.0,10.0,1
