,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,group
2951,18.0,211,217.0,9,0,0,7.0,9.0,9.0,9.0,9.0,21.28,17.02,21.28,12.77,6.38,21.28,5.0,7.0,9.0,5.0,9.0,4.0,3.0,2
2952,18.0,211,218.0,9,0,0,7.0,9.0,9.0,9.0,9.0,20.51,5.13,23.08,12.82,17.95,20.51,3.0,7.0,10.0,3.0,10.0,5.0,3.0,2
2953,18.0,211,219.0,9,0,1,7.0,9.0,9.0,9.0,9.0,16.28,16.28,18.6,16.28,16.28,16.28,6.0,10.0,9.0,10.0,7.0,7.0,8.0,2
2956,18.0,211,222.0,9,0,0,7.0,9.0,9.0,9.0,9.0,9.52,19.05,23.81,19.05,4.76,23.81,4.0,10.0,10.0,5.0,7.0,6.0,6.0,2
2957,18.0,211,223.0,9,0,0,7.0,9.0,9.0,9.0,9.0,17.39,17.39,19.57,19.57,10.87,15.22,5.0,10.0,9.0,6.0,9.0,7.0,6.0,2
2958,18.0,211,224.0,9,0,0,7.0,9.0,9.0,9.0,9.0,17.24,17.24,17.24,17.24,13.79,17.24,5.0,9.0,9.0,5.0,9.0,7.0,5.0,2
2960,18.0,211,226.0,9,0,0,7.0,9.0,9.0,9.0,9.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,8.0,8.0,9.0,9.0,6.0,9.0,2
2961,18.0,211,227.0,9,0,0,7.0,9.0,9.0,9.0,9.0,20.0,16.0,18.0,16.0,16.0,14.0,7.0,6.0,8.0,8.0,10.0,2.0,8.0,2
2963,18.0,211,229.0,9,0,0,7.0,9.0,9.0,9.0,9.0,21.43,16.67,21.43,16.67,11.9,11.9,7.0,8.0,9.0,7.0,10.0,4.0,7.0,2
2964,18.0,211,230.0,9,0,1,7.0,9.0,9.0,9.0,9.0,23.81,23.81,23.81,23.81,2.38,2.38,6.0,9.0,8.0,9.0,8.0,8.0,8.0,2
2966,18.0,211,232.0,9,0,0,7.0,9.0,9.0,9.0,9.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,10.0,10.0,10.0,9.0,9.0,7.0,2
2979,19.0,212,225.0,9,0,0,7.0,9.0,8.0,7.0,9.0,14.71,14.71,14.71,14.71,20.59,20.59,7.0,7.0,8.0,7.0,8.0,5.0,6.0,2
2985,19.0,212,231.0,9,0,1,7.0,9.0,8.0,7.0,9.0,18.6,20.93,23.26,23.26,2.33,11.63,7.0,7.0,7.0,8.0,7.0,7.0,8.0,2
2999,20.0,213,225.0,9,0,0,8.0,10.0,9.0,9.0,9.0,14.71,14.71,14.71,14.71,20.59,20.59,8.0,8.0,8.0,7.0,8.0,7.0,7.0,2
3005,20.0,213,231.0,9,0,0,8.0,10.0,9.0,9.0,9.0,18.6,20.93,23.26,23.26,2.33,11.63,6.0,10.0,10.0,10.0,8.0,7.0,7.0,2
3008,1.0,214,194.0,9,1,0,8.0,10.0,9.0,10.0,8.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,8.0,6.0,7.0,8.0,3.0,5.0,2
3009,1.0,214,195.0,9,1,0,8.0,10.0,9.0,10.0,8.0,15.38,19.23,19.23,19.23,13.46,13.46,9.0,8.0,7.0,7.0,7.0,5.0,7.0,2
3013,1.0,214,199.0,9,1,0,8.0,10.0,9.0,10.0,8.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,6.0,7.0,6.0,7.0,6.0,7.0,2
3014,1.0,214,200.0,9,1,0,8.0,10.0,9.0,10.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,9.0,5.0,6.0,7.0,6.0,5.0,8.0,2
3015,1.0,214,201.0,9,1,0,8.0,10.0,9.0,10.0,8.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,7.0,8.0,6.0,8.0,6.0,7.0,2
3016,1.0,214,202.0,9,1,0,8.0,10.0,9.0,10.0,8.0,15.38,19.23,19.23,19.23,15.38,11.54,9.0,8.0,9.0,9.0,9.0,6.0,9.0,2
3017,1.0,214,203.0,9,1,0,8.0,10.0,9.0,10.0,8.0,16.0,20.0,18.0,20.0,18.0,8.0,9.0,8.0,9.0,8.0,7.0,6.0,9.0,2
3018,1.0,214,204.0,9,1,0,8.0,10.0,9.0,10.0,8.0,19.61,15.69,17.65,15.69,17.65,13.73,9.0,7.0,8.0,8.0,6.0,6.0,8.0,2
3019,1.0,214,205.0,9,1,0,8.0,10.0,9.0,10.0,8.0,15.38,17.31,19.23,19.23,11.54,17.31,10.0,9.0,8.0,8.0,6.0,6.0,8.0,2
3021,1.0,214,207.0,9,1,0,8.0,10.0,9.0,10.0,8.0,17.31,13.46,17.31,19.23,19.23,13.46,10.0,8.0,8.0,8.0,8.0,6.0,9.0,2
3024,1.0,214,210.0,9,1,1,8.0,10.0,9.0,10.0,8.0,20.0,15.56,20.0,15.56,11.11,17.78,9.0,8.0,8.0,8.0,8.0,7.0,10.0,2
3025,1.0,214,211.0,9,1,0,8.0,10.0,9.0,10.0,8.0,16.36,16.36,18.18,18.18,16.36,14.55,8.0,7.0,7.0,6.0,8.0,6.0,6.0,2
3030,2.0,215,196.0,9,1,0,7.0,8.0,9.0,9.0,9.0,17.65,17.65,17.65,15.69,15.69,15.69,5.0,8.0,5.0,3.0,3.0,3.0,3.0,2
3032,2.0,215,198.0,9,1,0,7.0,8.0,9.0,9.0,9.0,15.38,19.23,17.31,19.23,9.62,19.23,3.0,7.0,5.0,6.0,5.0,4.0,3.0,2
3048,3.0,216,194.0,9,1,0,5.0,10.0,9.0,9.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,2
3049,3.0,216,195.0,9,1,0,5.0,10.0,9.0,9.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,7.0,9.0,8.0,8.0,4.0,7.0,2
3053,3.0,216,199.0,9,1,0,5.0,10.0,9.0,9.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,7.0,7.0,6.0,7.0,5.0,7.0,2
3054,3.0,216,200.0,9,1,0,5.0,10.0,9.0,9.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,8.0,8.0,8.0,8.0,5.0,7.0,2
3055,3.0,216,201.0,9,1,0,5.0,10.0,9.0,9.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,9.0,9.0,9.0,9.0,9.0,8.0,2
3056,3.0,216,202.0,9,1,0,5.0,10.0,9.0,9.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,9.0,9.0,9.0,9.0,9.0,9.0,8.0,2
3057,3.0,216,203.0,9,1,0,5.0,10.0,9.0,9.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,2
3058,3.0,216,204.0,9,1,0,5.0,10.0,9.0,9.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,7.0,10.0,10.0,10.0,10.0,5.0,9.0,2
3059,3.0,216,205.0,9,1,0,5.0,10.0,9.0,9.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,7.0,8.0,7.0,8.0,7.0,5.0,6.0,2
3061,3.0,216,207.0,9,1,0,5.0,10.0,9.0,9.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,10.0,10.0,10.0,10.0,8.0,8.0,8.0,2
3064,3.0,216,210.0,9,1,0,5.0,10.0,9.0,9.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,8.0,9.0,9.0,9.0,9.0,8.0,8.0,2
3065,3.0,216,211.0,9,1,0,5.0,10.0,9.0,9.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,9.0,8.0,9.0,9.0,9.0,9.0,7.0,2
3068,4.0,217,194.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,9.0,9.0,4.0,7.0,6.0,6.0,2
3069,4.0,217,195.0,9,1,1,7.0,10.0,10.0,7.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,5.0,9.0,4.0,6.0,5.0,7.0,2
3073,4.0,217,199.0,9,1,1,7.0,10.0,10.0,7.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,6.0,7.0,5.0,6.0,7.0,8.0,2
3074,4.0,217,200.0,9,1,1,7.0,10.0,10.0,7.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,7.0,7.0,7.0,5.0,7.0,5.0,7.0,2
3075,4.0,217,201.0,9,1,0,7.0,10.0,10.0,7.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,5.0,7.0,6.0,5.0,4.0,5.0,6.0,2
3076,4.0,217,202.0,9,1,1,7.0,10.0,10.0,7.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,5.0,7.0,9.0,6.0,8.0,7.0,6.0,2
3077,4.0,217,203.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,8.0,9.0,6.0,9.0,8.0,7.0,2
3078,4.0,217,204.0,9,1,0,7.0,10.0,10.0,7.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,4.0,6.0,7.0,7.0,7.0,5.0,6.0,2
3079,4.0,217,205.0,9,1,0,7.0,10.0,10.0,7.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,5.0,6.0,5.0,4.0,5.0,5.0,5.0,2
3081,4.0,217,207.0,9,1,0,7.0,10.0,10.0,7.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,9.0,7.0,6.0,8.0,6.0,5.0,9.0,2
3084,4.0,217,210.0,9,1,0,7.0,10.0,10.0,7.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,4.0,7.0,7.0,6.0,5.0,6.0,5.0,2
3085,4.0,217,211.0,9,1,0,7.0,10.0,10.0,7.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,6.0,6.0,3.0,5.0,4.0,5.0,2
3088,5.0,218,194.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,2.0,6.0,4.0,5.0,4.0,4.0,3.0,2
3089,5.0,218,195.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,7.0,5.0,6.0,6.0,6.0,2
3093,5.0,218,199.0,9,1,0,7.0,6.0,10.0,3.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,4.0,4.0,6.0,6.0,6.0,5.0,5.0,2
3094,5.0,218,200.0,9,1,0,7.0,6.0,10.0,3.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,7.0,6.0,7.0,6.0,6.0,6.0,6.0,2
3095,5.0,218,201.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,6.0,6.0,5.0,5.0,4.0,5.0,2
3096,5.0,218,202.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,6.0,6.0,8.0,5.0,5.0,6.0,5.0,2
3097,5.0,218,203.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,2
3098,5.0,218,204.0,9,1,0,7.0,6.0,10.0,3.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,6.0,5.0,5.0,6.0,6.0,4.0,5.0,2
3099,5.0,218,205.0,9,1,0,7.0,6.0,10.0,3.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,6.0,6.0,7.0,6.0,6.0,7.0,6.0,2
3101,5.0,218,207.0,9,1,0,7.0,6.0,10.0,3.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,6.0,5.0,6.0,7.0,6.0,4.0,6.0,2
3104,5.0,218,210.0,9,1,0,7.0,6.0,10.0,3.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,4.0,4.0,6.0,5.0,5.0,5.0,5.0,2
3105,5.0,218,211.0,9,1,0,7.0,6.0,10.0,3.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2
3109,6.0,219,195.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,7.0,7.0,4.0,7.0,7.0,2
3113,6.0,219,199.0,9,1,1,7.0,7.0,9.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,6.0,6.0,6.0,6.0,5.0,5.0,6.0,2
3114,6.0,219,200.0,9,1,0,7.0,7.0,9.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2
3115,6.0,219,201.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,17.31,17.31,17.31,17.31,15.38,5.0,8.0,6.0,5.0,5.0,6.0,7.0,2
3116,6.0,219,202.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,7.0,7.0,5.0,5.0,5.0,6.0,2
3117,6.0,219,203.0,9,1,0,7.0,7.0,9.0,6.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2
3118,6.0,219,204.0,9,1,0,7.0,7.0,9.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,6.0,6.0,8.0,6.0,7.0,5.0,6.0,2
3119,6.0,219,205.0,9,1,0,7.0,7.0,9.0,6.0,6.0,15.38,17.31,19.23,19.23,11.54,17.31,8.0,7.0,7.0,6.0,5.0,5.0,6.0,2
3121,6.0,219,207.0,9,1,1,7.0,7.0,9.0,6.0,6.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,6.0,8.0,9.0,5.0,8.0,8.0,2
3124,6.0,219,210.0,9,1,0,7.0,7.0,9.0,6.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,4.0,7.0,6.0,4.0,5.0,5.0,6.0,2
3125,6.0,219,211.0,9,1,1,7.0,7.0,9.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,7.0,7.0,5.0,5.0,6.0,2
3131,7.0,220,197.0,9,1,0,10.0,10.0,10.0,10.0,10.0,14.0,18.0,20.0,18.0,16.0,14.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,2
3150,8.0,221,196.0,9,1,0,7.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,15.69,6.0,5.0,5.0,4.0,3.0,3.0,5.0,2
3152,8.0,221,198.0,9,1,0,7.0,9.0,9.0,7.0,9.0,15.38,19.23,17.31,19.23,9.62,19.23,3.0,5.0,6.0,3.0,7.0,3.0,3.0,2
3168,9.0,222,194.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,4.0,4.0,4.0,7.0,2.0,4.0,2
3169,9.0,222,195.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,3.0,8.0,3.0,3.0,2.0,4.0,2
3173,9.0,222,199.0,9,1,0,4.0,9.0,9.0,7.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,10.0,7.0,9.0,8.0,6.0,7.0,8.0,2
3174,9.0,222,200.0,9,1,0,4.0,9.0,9.0,7.0,4.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,6.0,4.0,6.0,8.0,4.0,7.0,2
3175,9.0,222,201.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,17.31,17.31,17.31,17.31,15.38,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2
3176,9.0,222,202.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,19.23,19.23,19.23,15.38,11.54,6.0,4.0,7.0,7.0,8.0,2.0,6.0,2
3177,9.0,222,203.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.0,20.0,18.0,20.0,18.0,8.0,8.0,5.0,6.0,7.0,6.0,3.0,7.0,2
3178,9.0,222,204.0,9,1,0,4.0,9.0,9.0,7.0,4.0,19.61,15.69,17.65,15.69,17.65,13.73,7.0,6.0,2.0,2.0,8.0,3.0,4.0,2
3179,9.0,222,205.0,9,1,0,4.0,9.0,9.0,7.0,4.0,15.38,17.31,19.23,19.23,11.54,17.31,7.0,5.0,6.0,8.0,2.0,4.0,5.0,2
3181,9.0,222,207.0,9,1,0,4.0,9.0,9.0,7.0,4.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,4.0,8.0,6.0,4.0,4.0,7.0,2
3184,9.0,222,210.0,9,1,0,4.0,9.0,9.0,7.0,4.0,20.0,15.56,20.0,15.56,11.11,17.78,7.0,6.0,9.0,6.0,5.0,5.0,9.0,2
3185,9.0,222,211.0,9,1,0,4.0,9.0,9.0,7.0,4.0,16.36,16.36,18.18,18.18,16.36,14.55,8.0,5.0,7.0,5.0,6.0,5.0,7.0,2
3188,10.0,223,194.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,2
3189,10.0,223,195.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,8.0,6.0,7.0,6.0,5.0,5.0,2
3193,10.0,223,199.0,9,1,0,7.0,8.0,9.0,7.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,9.0,7.0,8.0,7.0,5.0,8.0,7.0,2
3195,10.0,223,201.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,17.31,17.31,17.31,17.31,15.38,8.0,9.0,8.0,8.0,6.0,7.0,6.0,2
3196,10.0,223,202.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,19.23,19.23,19.23,15.38,11.54,6.0,7.0,7.0,7.0,7.0,6.0,5.0,2
3197,10.0,223,203.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,2
3198,10.0,223,204.0,9,1,0,7.0,8.0,9.0,7.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,8.0,8.0,8.0,8.0,7.0,2.0,6.0,2
3199,10.0,223,205.0,9,1,0,7.0,8.0,9.0,7.0,6.0,15.38,17.31,19.23,19.23,11.54,17.31,8.0,8.0,8.0,8.0,7.0,7.0,8.0,2
3201,10.0,223,207.0,9,1,0,7.0,8.0,9.0,7.0,6.0,17.31,13.46,17.31,19.23,19.23,13.46,10.0,7.0,6.0,8.0,10.0,5.0,7.0,2
3204,10.0,223,210.0,9,1,0,7.0,8.0,9.0,7.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,9.0,9.0,9.0,8.0,7.0,7.0,8.0,2
3205,10.0,223,211.0,9,1,0,7.0,8.0,9.0,7.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,9.0,8.0,9.0,2.0,7.0,2.0,6.0,2
3208,11.0,224,194.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.0,16.0,20.0,16.0,18.0,14.0,5.0,8.0,7.0,7.0,6.0,7.0,7.0,2
3209,11.0,224,195.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,6.0,7.0,7.0,7.0,8.0,7.0,2
3213,11.0,224,199.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2
3214,11.0,224,200.0,9,1,1,8.0,10.0,8.0,8.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,9.0,6.0,6.0,7.0,6.0,5.0,6.0,2
3215,11.0,224,201.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,6.0,7.0,6.0,6.0,5.0,7.0,2
3216,11.0,224,202.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,19.23,19.23,19.23,15.38,11.54,7.0,6.0,7.0,7.0,7.0,7.0,7.0,2
3217,11.0,224,203.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,8.0,8.0,5.0,5.0,5.0,7.0,2
3218,11.0,224,204.0,9,1,0,8.0,10.0,8.0,8.0,8.0,19.61,15.69,17.65,15.69,17.65,13.73,6.0,2.0,3.0,1.0,3.0,1.0,2.0,2
3219,11.0,224,205.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,19.23,19.23,11.54,17.31,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2
3221,11.0,224,207.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,6.0,6.0,7.0,5.0,5.0,6.0,2
3224,11.0,224,210.0,9,1,0,8.0,10.0,8.0,8.0,8.0,20.0,15.56,20.0,15.56,11.11,17.78,3.0,3.0,8.0,3.0,5.0,5.0,4.0,2
3225,11.0,224,211.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,5.0,5.0,5.0,5.0,8.0,2
3246,12.0,225,212.0,9,1,0,5.0,9.0,6.0,7.0,7.0,14.29,18.37,18.37,16.33,18.37,14.29,3.0,5.0,5.0,7.0,5.0,4.0,6.0,2
3247,12.0,225,213.0,9,1,0,5.0,9.0,6.0,7.0,7.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,8.0,8.0,7.0,8.0,8.0,2
3248,13.0,226,194.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2
3249,13.0,226,195.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,7.0,8.0,6.0,6.0,6.0,2
3253,13.0,226,199.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,7.0,6.0,6.0,7.0,6.0,7.0,7.0,2
3254,13.0,226,200.0,9,1,0,10.0,10.0,10.0,10.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,7.0,7.0,8.0,7.0,7.0,7.0,7.0,2
3255,13.0,226,201.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,7.0,7.0,7.0,5.0,6.0,6.0,2
3256,13.0,226,202.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,7.0,8.0,6.0,5.0,4.0,5.0,2
3257,13.0,226,203.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,5.0,8.0,8.0,7.0,5.0,5.0,7.0,2
3258,13.0,226,204.0,9,1,0,10.0,10.0,10.0,10.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,3.0,5.0,7.0,6.0,6.0,4.0,2
3259,13.0,226,205.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,7.0,7.0,2.0,6.0,3.0,4.0,2
3261,13.0,226,207.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,9.0,7.0,7.0,9.0,7.0,7.0,8.0,2
3264,13.0,226,210.0,9,1,0,10.0,10.0,10.0,10.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,6.0,9.0,9.0,7.0,7.0,7.0,7.0,2
3265,13.0,226,211.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,8.0,8.0,7.0,9.0,7.0,7.0,2
3268,14.0,227,194.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,2
3269,14.0,227,195.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,4.0,8.0,8.0,5.0,6.0,6.0,2
3273,14.0,227,199.0,9,1,0,7.0,10.0,10.0,8.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,8.0,8.0,8.0,8.0,8.0,9.0,2
3274,14.0,227,200.0,9,1,0,7.0,10.0,10.0,8.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,7.0,8.0,7.0,8.0,8.0,8.0,2
3275,14.0,227,201.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,8.0,8.0,6.0,7.0,6.0,5.0,2
3276,14.0,227,202.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,6.0,7.0,4.0,5.0,4.0,3.0,2
3277,14.0,227,203.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,5.0,7.0,7.0,5.0,6.0,5.0,4.0,2
3278,14.0,227,204.0,9,1,0,7.0,10.0,10.0,8.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2
3279,14.0,227,205.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,5.0,6.0,5.0,5.0,3.0,3.0,2
3281,14.0,227,207.0,9,1,1,7.0,10.0,10.0,8.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,8.0,7.0,9.0,8.0,8.0,9.0,2
3284,14.0,227,210.0,9,1,0,7.0,10.0,10.0,8.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,5.0,8.0,7.0,7.0,7.0,6.0,5.0,2
3285,14.0,227,211.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2
3290,15.0,228,196.0,9,1,0,5.0,8.0,7.0,4.0,8.0,17.65,17.65,17.65,15.69,15.69,15.69,6.0,7.0,6.0,4.0,5.0,6.0,6.0,2
3292,15.0,228,198.0,9,1,0,5.0,8.0,7.0,4.0,8.0,15.38,19.23,17.31,19.23,9.62,19.23,6.0,9.0,7.0,3.0,8.0,4.0,5.0,2
3308,16.0,229,194.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,2
3309,16.0,229,195.0,9,1,1,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,9.0,7.0,9.0,5.0,5.0,7.0,2
3313,16.0,229,199.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,5.0,3.0,6.0,4.0,4.0,4.0,4.0,2
3315,16.0,229,201.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,5.0,8.0,7.0,5.0,5.0,5.0,5.0,2
3316,16.0,229,202.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,2.0,8.0,9.0,4.0,3.0,2.0,4.0,2
3317,16.0,229,203.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,6.0,9.0,3.0,1.0,2.0,4.0,2
3318,16.0,229,204.0,9,1,0,8.0,7.0,10.0,5.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,5.0,8.0,5.0,8.0,6.0,3.0,2
