,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
564,4.0,43,24.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,20.0,20.0,15.0,20.0,15.0,5.0,5.0,6.0,4.0,7.0,2.0,5.0,2,19,-0.32,27.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
565,4.0,43,25.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,20.0,15.0,15.0,15.0,15.0,8.0,5.0,6.0,6.0,5.0,1.0,6.0,2,19,-0.2,25.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
566,4.0,43,26.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,5.0,7.0,5.0,5.0,2.0,5.0,2,19,-0.02,23.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
568,4.0,43,28.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,18.37,20.0,18.0,10.0,10.64,5.0,6.0,6.0,4.0,7.0,6.0,5.0,2,19,0.21,26.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
569,4.0,43,29.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,22.0,18.0,15.0,15.0,10.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,2,19,0.31,22.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
570,4.0,43,30.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,3.0,4.0,7.0,3.0,7.0,1.0,3.0,2,19,0.21,23.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
571,4.0,43,31.0,2,1,0,3.0,8.0,7.0,3.0,2.0,35.0,10.0,20.0,20.0,10.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,2,19,-0.48,24.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
573,4.0,43,33.0,2,1,0,3.0,8.0,7.0,3.0,2.0,30.0,20.0,30.0,10.0,0.0,10.0,4.0,4.0,7.0,3.0,6.0,4.0,4.0,2,19,0.09,30.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
575,4.0,43,35.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,23.0,23.0,22.0,7.0,5.0,7.0,4.0,7.0,3.0,7.0,5.0,5.0,2,19,0.26,25.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
576,4.0,43,36.0,2,1,0,3.0,8.0,7.0,3.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,2,19,0.05,26.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
577,4.0,43,37.0,2,1,0,3.0,8.0,7.0,3.0,2.0,10.0,10.0,30.0,25.0,10.0,15.0,4.0,6.0,7.0,3.0,6.0,4.0,4.0,2,19,-0.02,27.0,24.0,25.0,35.0,30.0,10.0,0.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
583,5.0,44,24.0,2,1,0,7.0,9.0,9.0,8.0,9.0,10.0,20.0,20.0,15.0,20.0,15.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,2,19,0.54,27.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
584,5.0,44,25.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,6.0,6.0,7.0,5.0,4.0,7.0,2,19,-0.29,25.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
585,5.0,44,26.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,20.0,20.0,15.0,15.0,10.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,2,19,0.46,23.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
587,5.0,44,28.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,18.37,20.0,18.0,10.0,10.64,5.0,5.0,5.0,5.0,6.0,5.0,5.0,2,19,0.21,26.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
588,5.0,44,29.0,2,1,1,7.0,9.0,9.0,8.0,9.0,20.0,22.0,18.0,15.0,15.0,10.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,2,19,-0.41,22.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
589,5.0,44,30.0,2,1,0,7.0,9.0,9.0,8.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,2,19,-0.27,23.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
590,5.0,44,31.0,2,1,0,7.0,9.0,9.0,8.0,9.0,35.0,10.0,20.0,20.0,10.0,5.0,9.0,7.0,7.0,6.0,7.0,7.0,9.0,2,19,0.0,24.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
592,5.0,44,33.0,2,1,0,7.0,9.0,9.0,8.0,9.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,2,19,-0.15,30.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
594,5.0,44,35.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,2,19,-0.09,25.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
595,5.0,44,36.0,2,1,0,7.0,9.0,9.0,8.0,9.0,20.0,25.0,20.0,15.0,15.0,5.0,7.0,7.0,7.0,5.0,6.0,7.0,9.0,2,19,0.48,26.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
596,5.0,44,37.0,2,1,1,7.0,9.0,9.0,8.0,9.0,10.0,10.0,30.0,25.0,10.0,15.0,5.0,5.0,6.0,5.0,7.0,5.0,6.0,2,19,0.31,27.0,24.0,25.0,15.0,25.0,25.0,15.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,50.0,5.0,15.0,20.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,1
602,6.0,45,24.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2,19,-0.19,27.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
603,6.0,45,25.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,2,19,-0.01,25.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
604,6.0,45,26.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,2,19,-0.06,23.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
606,6.0,45,28.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,18.37,20.0,18.0,10.0,10.64,7.0,7.0,7.0,6.0,6.0,6.0,8.0,2,19,0.21,26.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
607,6.0,45,29.0,2,1,1,7.0,8.0,8.0,6.0,7.0,20.0,22.0,18.0,15.0,15.0,10.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,2,19,0.08,22.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
608,6.0,45,30.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2,19,-0.41,23.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
609,6.0,45,31.0,2,1,0,7.0,8.0,8.0,6.0,7.0,35.0,10.0,20.0,20.0,10.0,5.0,9.0,8.0,8.0,7.0,8.0,6.0,8.0,2,19,-0.38,24.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
611,6.0,45,33.0,2,1,0,7.0,8.0,8.0,6.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,5.0,7.0,5.0,7.0,5.0,6.0,2,19,-0.41,30.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
613,6.0,45,35.0,2,1,1,7.0,8.0,8.0,6.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,2,19,-0.01,25.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
614,6.0,45,36.0,2,1,0,7.0,8.0,8.0,6.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,2,19,-0.06,26.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
615,6.0,45,37.0,2,1,0,7.0,8.0,8.0,6.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,2,19,-0.01,27.0,28.0,25.0,15.0,25.0,15.0,0.0,20.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,8.0,8.0,8.0,1
621,7.0,46,24.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,20.0,20.0,15.0,20.0,15.0,7.0,8.0,8.0,8.0,7.0,9.0,8.0,2,19,0.24,27.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
622,7.0,46,25.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,20.0,15.0,15.0,15.0,15.0,10.0,8.0,7.0,8.0,7.0,8.0,9.5,2,19,-0.24,25.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
623,7.0,46,26.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,10.0,9.0,9.0,10.0,7.0,8.0,9.5,2,19,0.22,23.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
625,7.0,46,28.0,2,1,1,7.0,8.0,7.0,5.0,7.0,20.0,18.37,20.0,18.0,10.0,10.64,7.0,7.0,7.0,7.0,7.0,9.0,8.0,2,19,0.21,26.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
626,7.0,46,29.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,2,19,0.1,22.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
627,7.0,46,30.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,20.0,20.0,20.0,20.0,10.0,6.0,8.0,8.0,9.0,8.0,6.0,7.0,2,19,-0.02,23.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
628,7.0,46,31.0,2,1,0,7.0,8.0,7.0,5.0,7.0,35.0,10.0,20.0,20.0,10.0,5.0,9.0,6.0,7.0,6.0,7.0,8.0,8.0,2,19,-0.34,24.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
630,7.0,46,33.0,2,1,0,7.0,8.0,7.0,5.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,2,19,-0.49,30.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
632,7.0,46,35.0,2,1,1,7.0,8.0,7.0,5.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,2,19,0.01,25.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
633,7.0,46,36.0,2,1,0,7.0,8.0,7.0,5.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,6.0,7.0,8.0,6.0,9.0,7.0,6.0,2,19,0.29,26.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
634,7.0,46,37.0,2,1,0,7.0,8.0,7.0,5.0,7.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,8.0,9.0,8.0,9.0,7.0,7.0,2,19,0.09,27.0,26.0,20.0,35.0,20.0,10.0,10.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,25.0,5.0,10.0,7.0,8.0,8.0,8.0,8.0,1
640,8.0,47,24.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,2,19,0.04,27.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
641,8.0,47,25.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,20.0,15.0,15.0,15.0,15.0,6.0,7.0,5.0,5.0,5.0,2.0,6.0,2,19,-0.05,25.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
642,8.0,47,26.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2,19,-0.05,23.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
644,8.0,47,28.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,18.37,20.0,18.0,10.0,10.64,5.0,6.0,7.0,5.0,7.0,5.0,7.0,2,19,0.21,26.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
645,8.0,47,29.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,22.0,18.0,15.0,15.0,10.0,5.0,6.0,5.0,6.0,7.0,2.0,6.0,2,19,0.04,22.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
646,8.0,47,30.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,20.0,20.0,20.0,20.0,10.0,9.0,5.0,6.0,3.0,6.0,3.0,6.0,2,19,0.09,23.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
647,8.0,47,31.0,2,1,0,8.0,7.0,9.0,9.0,3.0,35.0,10.0,20.0,20.0,10.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,2,19,-0.27,24.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
649,8.0,47,33.0,2,1,0,8.0,7.0,9.0,9.0,3.0,30.0,20.0,30.0,10.0,0.0,10.0,5.0,6.0,7.0,6.0,6.0,3.0,6.0,2,19,-0.18,30.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
651,8.0,47,35.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,23.0,23.0,22.0,7.0,5.0,7.0,5.0,6.0,5.0,6.0,4.0,6.0,2,19,-0.21,25.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
652,8.0,47,36.0,2,1,0,8.0,7.0,9.0,9.0,3.0,20.0,25.0,20.0,15.0,15.0,5.0,6.0,6.0,6.0,5.0,8.0,4.0,5.0,2,19,0.16,26.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
653,8.0,47,37.0,2,1,0,8.0,7.0,9.0,9.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,6.0,3.0,8.0,4.0,6.0,3.0,4.0,2,19,0.32,27.0,30.0,20.0,20.0,25.0,25.0,5.0,5.0,25.0,10.0,10.0,15.0,10.0,10.0,25.0,20.0,20.0,15.0,15.0,5.0,7.0,8.0,8.0,8.0,8.0,1
659,9.0,48,24.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,20.0,20.0,15.0,20.0,15.0,6.0,8.0,8.0,5.0,7.0,3.0,5.0,2,19,0.05,27.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
660,9.0,48,25.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,20.0,15.0,15.0,15.0,15.0,9.0,8.0,7.0,8.0,7.0,5.0,8.0,2,19,0.38,25.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
661,9.0,48,26.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,9.0,8.0,7.0,9.0,7.0,8.0,9.0,2,19,0.29,23.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
663,9.0,48,28.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,18.37,20.0,18.0,10.0,10.64,7.0,8.0,5.0,6.0,3.0,3.0,5.0,2,19,0.21,26.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
664,9.0,48,29.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,6.0,8.0,9.0,5.0,9.0,3.0,5.0,2,19,0.11,22.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
665,9.0,48,30.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,20.0,20.0,20.0,20.0,10.0,5.0,6.0,5.0,4.0,7.0,3.0,4.0,2,19,0.39,23.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
666,9.0,48,31.0,2,1,1,7.0,9.0,7.0,6.0,6.0,35.0,10.0,20.0,20.0,10.0,5.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,2,19,0.52,24.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
668,9.0,48,33.0,2,1,0,7.0,9.0,7.0,6.0,6.0,30.0,20.0,30.0,10.0,0.0,10.0,5.0,8.0,8.0,5.0,7.0,3.0,5.0,2,19,0.21,30.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
670,9.0,48,35.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,23.0,23.0,22.0,7.0,5.0,7.0,7.0,8.0,5.0,5.0,4.0,6.0,2,19,0.45,25.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
671,9.0,48,36.0,2,1,0,7.0,9.0,7.0,6.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,6.0,8.0,7.0,7.0,9.0,4.0,6.0,2,19,0.28,26.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
672,9.0,48,37.0,2,1,0,7.0,9.0,7.0,6.0,6.0,10.0,10.0,30.0,25.0,10.0,15.0,3.0,6.0,6.0,5.0,4.0,4.0,4.0,2,19,0.57,27.0,22.0,30.0,15.0,25.0,25.0,5.0,0.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,8.0,8.0,8.0,1
675,10.0,49,21.0,2,1,0,7.0,10.0,10.0,10.0,8.0,12.0,18.0,20.0,16.0,16.0,18.0,6.0,7.0,8.0,4.0,6.0,4.0,6.0,2,19,0.28,21.0,25.0,20.0,20.0,20.0,20.0,5.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,1
677,10.0,49,23.0,2,1,0,7.0,10.0,10.0,10.0,8.0,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,8.0,6.0,7.0,3.0,6.0,2,19,-0.23,21.0,25.0,20.0,20.0,20.0,20.0,5.0,15.0,25.0,10.0,10.0,15.0,10.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,7.0,8.0,8.0,8.0,8.0,1
