,id,iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr,sinc,intel,fun,amb,shar,like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,group
3213,11.0,224,199.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2,20,0.38,30.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3214,11.0,224,200.0,9,1,1,8.0,10.0,8.0,8.0,8.0,13.21,18.87,18.87,16.98,16.98,15.09,9.0,6.0,6.0,7.0,6.0,5.0,6.0,2,20,0.38,25.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3215,11.0,224,201.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,6.0,7.0,6.0,6.0,5.0,7.0,2,20,0.02,25.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3216,11.0,224,202.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,19.23,19.23,19.23,15.38,11.54,7.0,6.0,7.0,7.0,7.0,7.0,7.0,2,20,0.09,22.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3217,11.0,224,203.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,8.0,8.0,5.0,5.0,5.0,7.0,2,20,-0.07,22.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3218,11.0,224,204.0,9,1,0,8.0,10.0,8.0,8.0,8.0,19.61,15.69,17.65,15.69,17.65,13.73,6.0,2.0,3.0,1.0,3.0,1.0,2.0,2,20,0.08,26.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3219,11.0,224,205.0,9,1,0,8.0,10.0,8.0,8.0,8.0,15.38,17.31,19.23,19.23,11.54,17.31,5.0,1.0,5.0,4.0,5.0,5.0,5.0,2,20,0.54,23.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3221,11.0,224,207.0,9,1,0,8.0,10.0,8.0,8.0,8.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,6.0,6.0,7.0,5.0,5.0,6.0,2,20,-0.36,23.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3224,11.0,224,210.0,9,1,0,8.0,10.0,8.0,8.0,8.0,20.0,15.56,20.0,15.56,11.11,17.78,3.0,3.0,8.0,3.0,5.0,5.0,4.0,2,20,0.12,29.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3225,11.0,224,211.0,9,1,0,8.0,10.0,8.0,8.0,8.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,5.0,5.0,5.0,5.0,8.0,2,20,-0.14,28.0,32.0,17.24,17.24,17.24,17.24,13.79,17.24,10.0,10.0,8.0,10.0,5.0,9.0,21.74,19.57,15.22,21.74,4.35,17.39,7.0,8.0,8.0,8.0,8.0,2
3246,12.0,225,212.0,9,1,0,5.0,9.0,6.0,7.0,7.0,14.29,18.37,18.37,16.33,18.37,14.29,3.0,5.0,5.0,7.0,5.0,4.0,6.0,2,20,0.07,27.0,28.0,14.71,14.71,14.71,14.71,20.59,20.59,8.0,6.0,4.0,5.0,6.0,7.0,19.51,14.63,19.51,19.51,12.2,14.63,7.0,8.0,8.0,8.0,8.0,2
3247,12.0,225,213.0,9,1,0,5.0,9.0,6.0,7.0,7.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,8.0,8.0,7.0,8.0,8.0,2,20,0.03,25.0,28.0,14.71,14.71,14.71,14.71,20.59,20.59,8.0,6.0,4.0,5.0,6.0,7.0,19.51,14.63,19.51,19.51,12.2,14.63,7.0,8.0,8.0,8.0,8.0,2
3248,13.0,226,194.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2,20,-0.07,24.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3249,13.0,226,195.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,7.0,7.0,8.0,6.0,6.0,6.0,2,20,-0.04,27.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3253,13.0,226,199.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,7.0,6.0,6.0,7.0,6.0,7.0,7.0,2,20,0.45,30.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3254,13.0,226,200.0,9,1,0,10.0,10.0,10.0,10.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,7.0,7.0,8.0,7.0,7.0,7.0,7.0,2,20,0.41,25.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3255,13.0,226,201.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,7.0,7.0,7.0,5.0,6.0,6.0,2,20,0.19,25.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3256,13.0,226,202.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,7.0,8.0,6.0,5.0,4.0,5.0,2,20,0.5,22.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3257,13.0,226,203.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,5.0,8.0,8.0,7.0,5.0,5.0,7.0,2,20,0.05,22.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3258,13.0,226,204.0,9,1,0,10.0,10.0,10.0,10.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,3.0,5.0,7.0,6.0,6.0,4.0,2,20,0.53,26.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3259,13.0,226,205.0,9,1,0,10.0,10.0,10.0,10.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,7.0,7.0,2.0,6.0,3.0,4.0,2,20,0.36,23.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3261,13.0,226,207.0,9,1,1,10.0,10.0,10.0,10.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,9.0,7.0,7.0,9.0,7.0,7.0,8.0,2,20,0.46,23.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3264,13.0,226,210.0,9,1,0,10.0,10.0,10.0,10.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,6.0,9.0,9.0,7.0,7.0,7.0,7.0,2,20,0.26,29.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3265,13.0,226,211.0,9,1,0,10.0,10.0,10.0,10.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,8.0,8.0,7.0,9.0,7.0,7.0,2,20,-0.13,28.0,23.0,25.64,17.95,15.38,20.51,10.26,10.26,10.0,3.0,6.0,6.0,3.0,8.0,19.05,16.67,19.05,11.9,19.05,14.29,7.0,8.0,8.0,8.0,8.0,2
3268,14.0,227,194.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,2,20,0.57,24.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3269,14.0,227,195.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,6.0,4.0,8.0,8.0,5.0,6.0,6.0,2,20,-0.12,27.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3273,14.0,227,199.0,9,1,0,7.0,10.0,10.0,8.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,8.0,8.0,8.0,8.0,8.0,9.0,2,20,0.65,30.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3274,14.0,227,200.0,9,1,0,7.0,10.0,10.0,8.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,7.0,8.0,7.0,8.0,8.0,8.0,2,20,-0.02,25.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3275,14.0,227,201.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,6.0,8.0,8.0,6.0,7.0,6.0,5.0,2,20,0.13,25.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3276,14.0,227,202.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,4.0,6.0,7.0,4.0,5.0,4.0,3.0,2,20,0.46,22.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3277,14.0,227,203.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,5.0,7.0,7.0,5.0,6.0,5.0,4.0,2,20,0.35,22.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3278,14.0,227,204.0,9,1,0,7.0,10.0,10.0,8.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2,20,0.31,26.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3279,14.0,227,205.0,9,1,0,7.0,10.0,10.0,8.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,5.0,6.0,5.0,5.0,3.0,3.0,2,20,0.28,23.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3281,14.0,227,207.0,9,1,1,7.0,10.0,10.0,8.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,8.0,7.0,9.0,8.0,8.0,9.0,2,20,0.24,23.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3284,14.0,227,210.0,9,1,0,7.0,10.0,10.0,8.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,5.0,8.0,7.0,7.0,7.0,6.0,5.0,2,20,0.25,29.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3285,14.0,227,211.0,9,1,0,7.0,10.0,10.0,8.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2,20,0.56,28.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,10.0,8.0,8.0,8.0,6.0,8.0,15.69,15.69,17.65,15.69,17.65,17.65,7.0,8.0,8.0,8.0,8.0,2
3290,15.0,228,196.0,9,1,0,5.0,8.0,7.0,4.0,8.0,17.65,17.65,17.65,15.69,15.69,15.69,6.0,7.0,6.0,4.0,5.0,6.0,6.0,2,20,0.52,25.0,24.0,13.51,18.92,21.62,13.51,13.51,18.92,8.0,3.0,5.0,7.0,4.0,7.0,15.38,10.26,20.51,20.51,15.38,17.95,7.0,8.0,8.0,8.0,8.0,2
3292,15.0,228,198.0,9,1,0,5.0,8.0,7.0,4.0,8.0,15.38,19.23,17.31,19.23,9.62,19.23,6.0,9.0,7.0,3.0,8.0,4.0,5.0,2,20,0.02,23.0,24.0,13.51,18.92,21.62,13.51,13.51,18.92,8.0,3.0,5.0,7.0,4.0,7.0,15.38,10.26,20.51,20.51,15.38,17.95,7.0,8.0,8.0,8.0,8.0,2
3308,16.0,229,194.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,2,20,0.33,24.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3309,16.0,229,195.0,9,1,1,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,9.0,7.0,9.0,5.0,5.0,7.0,2,20,0.49,27.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3313,16.0,229,199.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.5,17.5,20.0,12.5,20.0,12.5,5.0,3.0,6.0,4.0,4.0,4.0,4.0,2,20,0.13,30.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3314,16.0,229,200.0,9,1,1,8.0,7.0,10.0,5.0,10.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,8.0,6.0,6.0,6.0,3.0,6.0,2,20,0.32,25.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3315,16.0,229,201.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,17.31,17.31,17.31,15.38,5.0,8.0,7.0,5.0,5.0,5.0,5.0,2,20,0.47,25.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3316,16.0,229,202.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,19.23,19.23,19.23,15.38,11.54,2.0,8.0,9.0,4.0,3.0,2.0,4.0,2,20,0.46,22.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3317,16.0,229,203.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,6.0,9.0,3.0,1.0,2.0,4.0,2,20,0.18,22.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3318,16.0,229,204.0,9,1,0,8.0,7.0,10.0,5.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,3.0,5.0,8.0,5.0,8.0,6.0,3.0,2,20,0.09,26.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3319,16.0,229,205.0,9,1,0,8.0,7.0,10.0,5.0,10.0,15.38,17.31,19.23,19.23,11.54,17.31,3.0,5.0,4.0,2.0,3.0,3.0,4.0,2,20,0.55,23.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3321,16.0,229,207.0,9,1,0,8.0,7.0,10.0,5.0,10.0,17.31,13.46,17.31,19.23,19.23,13.46,8.0,5.0,5.0,8.0,3.0,6.0,6.0,2,20,0.17,23.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3324,16.0,229,210.0,9,1,1,8.0,7.0,10.0,5.0,10.0,20.0,15.56,20.0,15.56,11.11,17.78,6.0,8.0,7.0,5.0,6.0,3.0,7.0,2,20,0.27,29.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3325,16.0,229,211.0,9,1,0,8.0,7.0,10.0,5.0,10.0,16.36,16.36,18.18,18.18,16.36,14.55,6.0,5.0,5.0,5.0,5.0,5.0,3.0,2,20,0.01,28.0,28.0,21.43,16.67,21.43,16.67,11.9,11.9,10.0,4.0,4.0,10.0,1.0,1.0,15.22,19.57,15.22,17.39,21.74,10.87,7.0,8.0,8.0,8.0,8.0,2
3328,17.0,230,194.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2,20,-0.02,24.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3329,17.0,230,195.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,8.0,7.0,7.0,7.0,6.0,5.0,7.0,2,20,-0.43,27.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3333,17.0,230,199.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,8.0,6.0,6.0,5.0,5.0,6.0,7.0,2,20,0.1,30.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3334,17.0,230,200.0,9,1,0,6.0,6.0,6.0,6.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,6.0,6.0,6.0,4.0,7.0,6.0,5.0,2,20,0.06,25.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3335,17.0,230,201.0,9,1,1,6.0,6.0,6.0,6.0,6.0,15.38,17.31,17.31,17.31,17.31,15.38,9.0,8.0,9.0,9.0,5.0,5.0,7.0,2,20,-0.83,25.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3336,17.0,230,202.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,19.23,19.23,19.23,15.38,11.54,7.0,6.0,7.0,5.0,5.0,3.0,3.0,2,20,0.04,22.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3337,17.0,230,203.0,9,1,0,6.0,6.0,6.0,6.0,6.0,16.0,20.0,18.0,20.0,18.0,8.0,7.0,7.0,8.0,7.0,5.0,4.0,7.0,2,20,0.36,22.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3338,17.0,230,204.0,9,1,0,6.0,6.0,6.0,6.0,6.0,19.61,15.69,17.65,15.69,17.65,13.73,5.0,8.0,8.0,7.0,7.0,3.0,3.0,2,20,0.01,26.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3339,17.0,230,205.0,9,1,0,6.0,6.0,6.0,6.0,6.0,15.38,17.31,19.23,19.23,11.54,17.31,6.0,8.0,8.0,8.0,5.0,6.0,7.0,2,20,0.08,23.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3341,17.0,230,207.0,9,1,0,6.0,6.0,6.0,6.0,6.0,17.31,13.46,17.31,19.23,19.23,13.46,9.0,7.0,7.0,7.0,6.0,7.0,8.0,2,20,-0.19,23.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3344,17.0,230,210.0,9,1,0,6.0,6.0,6.0,6.0,6.0,20.0,15.56,20.0,15.56,11.11,17.78,5.0,8.0,8.0,7.0,5.0,7.0,7.0,2,20,0.4,29.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3345,17.0,230,211.0,9,1,1,6.0,6.0,6.0,6.0,6.0,16.36,16.36,18.18,18.18,16.36,14.55,9.0,7.0,7.0,7.0,5.0,7.0,8.0,2,20,0.25,28.0,42.0,23.81,23.81,23.81,23.81,2.38,2.38,10.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,8.0,8.0,8.0,8.0,2
3366,18.0,231,212.0,9,1,1,8.0,8.0,9.0,8.0,3.0,14.29,18.37,18.37,16.33,18.37,14.29,6.0,8.0,7.0,6.0,7.0,10.0,5.0,2,20,0.35,27.0,30.0,18.6,20.93,23.26,23.26,2.33,11.63,9.0,3.0,4.0,9.0,8.0,8.0,18.18,11.36,15.91,18.18,20.45,15.91,7.0,8.0,8.0,8.0,8.0,2
3367,18.0,231,213.0,9,1,0,8.0,8.0,9.0,8.0,3.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,7.0,6.0,7.0,5.0,6.0,2,20,0.4,25.0,30.0,18.6,20.93,23.26,23.26,2.33,11.63,9.0,3.0,4.0,9.0,8.0,8.0,18.18,11.36,15.91,18.18,20.45,15.91,7.0,8.0,8.0,8.0,8.0,2
3368,19.0,232,194.0,9,1,0,8.0,8.0,8.0,8.0,6.0,16.0,16.0,20.0,16.0,18.0,14.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2,20,-0.44,24.0,31.0,17.78,17.78,17.78,17.78,13.33,15.56,9.0,7.0,8.0,7.0,7.0,7.0,19.15,17.02,17.02,17.02,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
3369,19.0,232,195.0,9,1,0,8.0,8.0,8.0,8.0,6.0,15.38,19.23,19.23,19.23,13.46,13.46,7.0,8.0,8.0,8.0,6.0,7.0,7.0,2,20,0.29,27.0,31.0,17.78,17.78,17.78,17.78,13.33,15.56,9.0,7.0,8.0,7.0,7.0,7.0,19.15,17.02,17.02,17.02,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
3373,19.0,232,199.0,9,1,0,8.0,8.0,8.0,8.0,6.0,17.5,17.5,20.0,12.5,20.0,12.5,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2,20,0.37,30.0,31.0,17.78,17.78,17.78,17.78,13.33,15.56,9.0,7.0,8.0,7.0,7.0,7.0,19.15,17.02,17.02,17.02,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
3374,19.0,232,200.0,9,1,0,8.0,8.0,8.0,8.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,8.0,8.0,9.0,10.0,9.0,9.0,9.0,2,20,0.72,25.0,31.0,17.78,17.78,17.78,17.78,13.33,15.56,9.0,7.0,8.0,7.0,7.0,7.0,19.15,17.02,17.02,17.02,14.89,14.89,7.0,8.0,8.0,8.0,8.0,2
