,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like
0,174,0.0,0.0,9.0,10.0,8.0,8.0,6.0,9.52,23.81,16.67,16.67,16.67,16.67,4.5,7.5,7.0,5.5,5.5,7.0,7.0
1,175,0.0,0.0,7.0,10.0,8.0,8.0,9.0,12.24,20.41,16.33,14.29,20.41,16.33,6.0,6.0,5.0,5.0,4.0,5.0,6.0
2,176,0.0,33.33333333333333,6.0,9.0,8.0,7.0,6.0,13.04,21.74,19.57,17.39,15.22,13.04,5.666666666666667,8.0,8.0,4.333333333333333,7.666666666666667,6.666666666666667,4.666666666666667
3,177,0.0,0.0,9.0,9.0,9.0,8.0,9.0,15.09,16.98,16.98,16.98,18.87,15.09,5.5,7.25,7.0,7.0,7.5,6.25,5.5
4,180,0.0,0.0,9.0,9.0,9.0,10.0,9.0,15.38,17.31,17.31,19.23,13.46,17.31,8.0,9.0,8.0,7.0,7.5,6.5,8.5
5,183,0.0,20.0,9.0,7.0,9.0,9.0,7.0,20.0,22.5,17.5,22.5,10.0,7.5,6.4,6.4,7.2,6.8,6.0,5.6,6.0
6,184,1.0,50.0,6.0,10.0,9.0,7.0,5.0,16.67,16.67,16.67,16.67,16.67,16.67,6.5,8.0,8.0,6.0,6.0,7.0,6.5
7,185,1.0,0.0,10.0,10.0,8.0,7.0,8.0,16.98,15.09,16.98,16.98,18.87,15.09,5.0,4.5,5.0,4.5,5.0,3.5,4.5
8,186,1.0,100.0,4.0,8.0,7.0,4.0,6.0,19.44,19.44,22.22,16.67,11.11,11.11,6.0,6.666666666666667,6.666666666666667,5.666666666666667,5.333333333333333,6.0,6.666666666666667
9,188,1.0,0.0,7.0,5.0,10.0,7.0,10.0,15.56,11.11,22.22,15.56,20.0,15.56,3.5,6.5,6.5,5.0,5.5,4.0,4.0
10,189,1.0,0.0,8.0,8.0,8.0,8.0,9.0,16.98,16.98,16.98,16.98,16.98,15.09,4.0,7.0,7.0,6.0,6.0,7.0,7.0
11,190,1.0,0.0,7.0,7.0,7.0,7.0,7.0,15.56,20.0,20.0,20.0,13.33,11.11,6.5,7.0,7.0,8.5,8.5,6.0,8.0
12,191,1.0,0.0,7.0,7.0,7.0,6.0,8.0,20.45,20.45,20.45,18.18,18.18,2.27,7.0,7.0,7.0,6.5,7.5,7.0,7.0
13,192,1.0,0.0,7.0,10.0,9.0,9.0,10.0,19.57,19.57,15.22,17.39,15.22,13.04,7.5,7.5,8.0,8.0,8.0,7.5,7.5
14,193,1.0,0.0,7.0,9.0,10.0,5.0,7.0,20.93,16.28,23.26,16.28,11.63,11.63,6.666666666666667,6.666666666666667,7.0,7.0,6.666666666666667,6.0,6.666666666666667
15,194,0.0,0.0,9.0,10.0,10.0,8.0,10.0,16.0,16.0,20.0,16.0,18.0,14.0,4.416666666666667,6.083333333333333,5.833333333333333,4.833333333333333,5.25,4.416666666666667,4.666666666666667
16,195,0.0,15.38461538461538,9.0,8.0,10.0,10.0,8.0,15.38,19.23,19.23,19.23,13.46,13.46,6.846153846153846,6.6923076923076925,7.461538461538462,6.769230769230769,5.769230769230769,5.461538461538462,6.384615384615385
17,196,0.0,0.0,9.0,9.0,9.0,9.0,9.0,17.65,17.65,17.65,15.69,15.69,15.69,5.666666666666667,6.666666666666667,5.333333333333333,3.6666666666666665,3.6666666666666665,4.0,4.666666666666667
18,197,0.0,0.0,7.0,8.0,9.0,9.0,7.0,14.0,18.0,20.0,18.0,16.0,14.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0
19,198,0.0,0.0,7.0,9.0,9.0,7.0,7.0,15.38,19.23,17.31,19.23,9.62,19.23,4.0,7.0,6.0,4.0,6.666666666666667,3.6666666666666665,3.6666666666666665
20,199,0.0,23.07692307692307,9.0,7.0,9.0,7.0,9.0,17.5,17.5,20.0,12.5,20.0,12.5,7.384615384615385,5.846153846153846,6.6923076923076925,6.076923076923077,5.846153846153846,6.076923076923077,6.615384615384615
21,201,0.0,100.0,7.0,8.0,9.0,9.0,8.0,15.38,17.31,17.31,17.31,17.31,15.38,6.538461538461538,7.153846153846154,7.076923076923077,6.230769230769231,5.769230769230769,5.384615384615385,6.0
22,202,0.0,7.69230769230769,7.0,10.0,10.0,9.0,8.0,15.38,19.23,19.23,19.23,15.38,11.54,5.769230769230769,6.769230769230769,7.769230769230769,6.230769230769231,6.384615384615385,5.153846153846154,5.538461538461538
23,203,0.0,0.0,9.0,8.0,10.0,9.0,7.0,16.0,20.0,18.0,20.0,18.0,8.0,6.923076923076923,7.384615384615385,8.076923076923077,6.615384615384615,6.153846153846154,5.538461538461538,6.615384615384615
24,204,0.0,0.0,9.0,5.0,10.0,9.0,10.0,19.61,15.69,17.65,15.69,17.65,13.73,5.6923076923076925,5.923076923076923,6.384615384615385,6.076923076923077,6.615384615384615,4.384615384615385,5.0
25,205,0.0,0.0,7.0,8.0,10.0,9.0,5.0,15.38,17.31,19.23,19.23,11.54,17.31,6.076923076923077,6.461538461538462,6.615384615384615,5.923076923076923,5.384615384615385,5.076923076923077,5.769230769230769
26,207,0.0,23.07692307692307,8.0,8.0,8.0,10.0,9.0,17.31,13.46,17.31,19.23,19.23,13.46,8.538461538461538,6.6923076923076925,7.0,8.0,6.461538461538462,6.153846153846154,7.538461538461538
27,210,0.0,0.0,8.0,8.0,9.0,6.0,9.0,20.0,15.56,20.0,15.56,11.11,17.78,5.846153846153846,7.153846153846154,7.6923076923076925,6.307692307692308,6.153846153846154,6.0,6.6923076923076925
28,211,0.0,15.38461538461538,7.0,9.0,9.0,9.0,9.0,16.36,16.36,18.18,18.18,16.36,14.55,7.153846153846154,6.384615384615385,6.769230769230769,5.615384615384615,6.230769230769231,5.461538461538462,6.0
29,212,0.0,50.0,7.0,9.0,8.0,7.0,9.0,14.29,18.37,18.37,16.33,18.37,14.29,4.5,6.5,6.0,6.5,6.0,7.0,5.5
30,213,0.0,0.0,8.0,10.0,9.0,9.0,9.0,15.52,17.24,17.24,17.24,17.24,15.52,7.0,7.0,7.5,7.0,7.0,6.5,7.0
31,214,1.0,9.09090909090909,8.0,10.0,9.0,10.0,8.0,17.02,21.28,17.02,21.28,14.89,8.51,5.5,7.5,8.5,6.75,7.375,5.375,7.0
32,215,1.0,0.0,7.0,8.0,9.0,9.0,9.0,14.89,19.15,21.28,19.15,14.89,10.64,4.5,5.5,6.0,6.0,6.5,5.0,6.0
33,216,1.0,0.0,5.0,10.0,9.0,9.0,10.0,7.5,17.5,20.0,22.5,12.5,20.0,3.0,6.9,6.7,5.8,7.1,4.5,4.4
34,217,1.0,27.27272727272727,7.0,10.0,10.0,7.0,10.0,21.28,17.02,21.28,12.77,6.38,21.28,8.444444444444445,7.888888888888889,9.555555555555555,7.444444444444445,9.444444444444445,6.777777777777778,7.0
35,218,1.0,0.0,7.0,6.0,10.0,3.0,10.0,20.51,5.13,23.08,12.82,17.95,20.51,5.375,8.375,9.125,5.25,8.625,5.25,5.875
36,219,1.0,30.0,7.0,7.0,9.0,6.0,6.0,16.28,16.28,18.6,16.28,16.28,16.28,7.75,8.75,8.625,8.375,7.875,7.375,7.875
37,220,1.0,0.0,10.0,10.0,10.0,10.0,10.0,16.67,16.67,16.67,16.67,14.81,18.52,7.0,7.0,7.0,7.0,7.0,5.0,4.0
38,221,1.0,0.0,7.0,9.0,9.0,7.0,9.0,15.56,17.78,17.78,17.78,17.78,13.33,3.0,5.0,6.0,4.0,5.0,5.0,3.0
39,222,1.0,0.0,4.0,9.0,9.0,7.0,4.0,9.52,19.05,23.81,19.05,4.76,23.81,2.555555555555556,7.666666666666667,8.555555555555555,4.222222222222222,5.666666666666667,3.555555555555556,4.555555555555555
40,223,1.0,0.0,7.0,8.0,9.0,7.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,5.25,8.5,8.5,5.5,7.75,6.25,6.25
41,224,1.0,0.0,8.0,10.0,8.0,8.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,5.75,8.625,9.0,6.125,8.125,5.875,5.875
42,225,1.0,0.0,5.0,9.0,6.0,7.0,7.0,14.71,14.71,14.71,14.71,20.59,20.59,7.5,7.5,8.0,7.0,8.0,6.0,6.5
43,226,1.0,18.18181818181818,10.0,10.0,10.0,10.0,10.0,25.64,17.95,15.380000000000004,20.51,10.26,10.26,9.444444444444445,8.11111111111111,8.0,8.333333333333334,8.555555555555555,6.555555555555555,8.0
44,227,1.0,9.09090909090909,7.0,10.0,10.0,8.0,10.0,20.0,16.0,18.0,16.0,16.0,14.0,6.9,7.4,7.1,7.0,7.7,5.2,6.5
45,228,1.0,0.0,5.0,8.0,7.0,4.0,8.0,13.51,18.92,21.62,13.51,13.51,18.92,8.0,8.0,8.0,8.0,8.0,5.0,6.0
46,229,1.0,18.18181818181818,8.0,7.0,10.0,5.0,10.0,21.43,16.67,21.43,16.67,11.9,11.9,7.444444444444445,7.0,8.555555555555555,7.444444444444445,8.777777777777779,5.666666666666667,6.777777777777778
47,230,1.0,18.18181818181818,6.0,6.0,6.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,5.2,7.3,6.8,6.4,7.5,5.2,5.0
48,231,1.0,50.0,8.0,8.0,9.0,8.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.5,8.5,8.5,9.0,7.5,7.0,7.5
49,232,1.0,0.0,8.0,8.0,8.0,8.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,5.0,8.25,7.75,5.5,7.0,5.625,5.125
50,234,0.0,0.0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,6.333333333333333,8.666666666666666,7.333333333333333,7.333333333333333,7.0,5.333333333333333,7.0
51,235,0.0,0.0,6.0,9.0,8.0,9.0,9.0,15.0,15.0,20.0,20.0,20.0,10.0,8.0,7.5,6.5,6.5,6.0,4.5,6.0
52,236,0.0,0.0,7.0,9.0,8.0,10.0,8.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,7.0,5.0,3.0,7.0,3.0,3.0
53,237,0.0,0.0,8.0,10.0,8.0,7.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,2.0,6.0,8.0,4.0,3.0,1.0,3.0
54,238,0.0,50.0,10.0,9.0,9.0,10.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,7.5,7.0,7.0,7.5,5.5,6.5
55,239,0.0,50.0,7.0,9.0,9.0,7.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,6.0,8.0,8.5,4.5,5.5,3.0,5.0
56,240,0.0,0.0,3.0,8.0,3.0,5.0,6.0,10.0,30.0,30.0,10.0,10.0,10.0,6.0,6.0,4.0,8.0,3.0,4.0,7.0
57,241,0.0,0.0,8.0,10.0,8.0,8.0,8.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0
58,244,1.0,25.0,7.0,10.0,10.0,7.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.5,7.0,6.75,7.75,6.5,6.5
59,245,1.0,33.33333333333333,5.0,7.0,8.0,6.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,5.666666666666667,7.0,9.0,7.0,8.333333333333334,6.0,6.0
60,247,1.0,0.0,5.0,10.0,8.0,2.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,4.0,7.333333333333333,7.333333333333333,5.666666666666667,6.666666666666667,4.333333333333333,6.0
61,248,1.0,0.0,5.0,6.0,8.0,8.0,8.0,25.0,15.0,20.0,20.0,15.0,5.0,5.0,6.0,6.0,8.0,6.0,2.0,6.0
62,249,1.0,0.0,7.0,9.0,10.0,7.0,7.0,22.0,22.0,15.0,15.0,5.0,21.0,4.0,8.0,7.0,8.0,9.0,8.0,7.0
63,250,1.0,0.0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,5.0,8.0,5.0,8.0,7.0,5.0
64,252,0.0,50.0,9.0,9.0,9.0,9.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,7.5,8.5,7.5,8.5,7.5,7.5,8.5
65,253,0.0,0.0,8.0,10.0,8.0,9.0,7.0,25.0,30.0,10.0,10.0,5.0,20.0,3.333333333333333,5.0,5.666666666666667,5.0,6.0,3.0,3.6666666666666665
66,254,0.0,0.0,8.0,7.0,10.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,5.0,6.111111111111111,7.666666666666667,5.777777777777778,6.333333333333333,4.666666666666667,5.111111111111111
67,255,0.0,0.0,6.0,8.0,7.0,6.0,6.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.25,7.25,6.25,7.25,6.75,6.5
68,256,0.0,25.0,6.0,9.0,8.0,6.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,6.5,8.0,7.75,7.5,6.75,6.75,6.25
69,257,0.0,0.0,7.0,9.0,9.0,7.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,6.125,6.25,6.125,5.625,5.625,5.375,5.5
70,258,0.0,0.0,6.0,10.0,9.0,8.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5
71,259,0.0,10.0,7.0,9.0,8.0,8.0,9.0,15.0,18.0,19.0,19.0,17.0,12.0,6.0,5.125,7.25,5.375,7.125,6.0,5.25
72,260,0.0,50.0,6.0,9.0,9.0,7.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,6.25,6.5,6.75,5.25,6.0,5.5,5.75
73,261,0.0,25.0,5.0,8.0,7.0,7.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,5.0,5.25,6.25,4.75,6.0,5.25,5.25
74,262,0.0,0.0,6.0,10.0,9.0,5.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,4.222222222222222,6.666666666666667,7.333333333333333,5.333333333333333,6.333333333333333,4.444444444444445,5.666666666666667
75,263,0.0,100.0,8.0,8.0,8.0,8.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,7.0,9.0,9.0,8.0,7.5,7.0,7.5
76,264,0.0,20.0,8.0,7.0,9.0,8.0,5.0,15.0,15.0,25.0,20.0,5.0,20.0,5.111111111111111,6.111111111111111,6.555555555555555,5.666666666666667,5.333333333333333,4.666666666666667,5.333333333333333
77,265,0.0,10.0,7.0,9.0,10.0,7.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,4.5,6.3,7.2,3.7,5.5,4.7,4.9
78,266,0.0,0.0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,20.0,25.0,0.0,10.0,7.444444444444445,7.444444444444445,7.777777777777778,6.888888888888889,6.222222222222222,5.555555555555555,7.055555555555555
79,267,0.0,0.0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,15.0,10.0,15.0,6.75,7.25,6.75,6.5,5.75,6.0,5.5
80,268,0.0,100.0,9.0,9.0,9.0,8.0,9.0,30.0,20.0,20.0,10.0,15.0,5.0,8.5,8.5,9.0,7.0,8.0,8.0,8.5
81,269,0.0,20.0,8.0,8.0,8.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,7.555555555555555,7.666666666666667,8.0,6.777777777777778,6.888888888888889,5.888888888888889,7.333333333333333
82,270,0.0,0.0,5.0,4.0,8.0,7.0,6.0,16.0,16.0,19.0,17.0,14.0,18.0,5.75,6.25,7.75,6.0,6.25,6.5,6.0
83,271,0.0,0.0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,40.0,15.0,10.0,10.0,6.0,5.666666666666667,5.555555555555555,5.333333333333333,5.555555555555555,4.0,4.888888888888889
84,272,0.0,0.0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,7.444444444444445,6.222222222222222,5.444444444444445,5.777777777777778,5.888888888888889,4.555555555555555,6.0
85,273,1.0,0.0,7.0,10.0,7.0,5.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,5.777777777777778,6.666666666666667,7.333333333333333,5.444444444444445,6.555555555555555,5.0,5.222222222222222
86,274,1.0,100.0,7.0,7.0,9.0,10.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,6.0,6.0,6.5,7.0,7.0,7.0,7.0
87,275,1.0,0.0,10.0,7.0,10.0,6.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,6.444444444444445,6.333333333333333,7.333333333333333,5.222222222222222,6.777777777777778,5.0,5.0
88,276,1.0,0.0,7.0,6.0,10.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,5.6,5.8,7.5,5.9,5.9,4.7,6.4
89,277,1.0,0.0,4.0,8.0,8.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0,6.777777777777778,5.777777777777778,7.444444444444445,6.666666666666667,6.333333333333333,6.0,7.222222222222222
90,278,1.0,0.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,4.555555555555555,6.111111111111111,7.444444444444445,5.444444444444445,6.666666666666667,3.555555555555556,5.444444444444445
91,279,1.0,20.0,8.0,9.0,10.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,6.5,7.6,6.3,6.7,4.7,6.7
92,280,1.0,10.0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0,4.888888888888889,6.555555555555555,8.11111111111111,5.0,5.888888888888889,5.222222222222222,5.666666666666667
93,281,1.0,10.0,7.0,8.0,8.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,5.777777777777778,5.555555555555555,7.333333333333333,4.333333333333333,6.444444444444445,5.111111111111111,5.333333333333333
94,282,1.0,100.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0
95,283,1.0,0.0,9.0,9.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,4.333333333333333,7.0,7.0,5.0,6.0,4.5,5.666666666666667
96,285,1.0,0.0,8.0,10.0,10.0,10.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,4.0,10.0,10.0,3.0,3.0,2.0,5.0
97,287,1.0,0.0,7.0,10.0,7.0,5.0,10.0,35.0,40.0,5.0,5.0,7.0,8.0,5.0,5.285714285714286,5.714285714285714,4.857142857142857,6.142857142857143,4.714285714285714,4.571428571428571
98,288,1.0,20.0,5.0,8.0,8.0,7.0,7.0,20.0,20.0,15.0,25.0,10.0,10.0,6.444444444444445,7.0,7.111111111111111,6.555555555555555,7.111111111111111,5.222222222222222,6.222222222222222
99,289,1.0,14.28571428571428,4.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,20.0,0.0,20.0,6.166666666666667,6.333333333333333,6.333333333333333,6.666666666666667,6.333333333333333,5.333333333333333,6.666666666666667
100,290,1.0,0.0,5.0,4.0,10.0,5.0,9.0,30.0,10.0,30.0,10.0,5.0,15.0,7.2,5.9,7.4,5.2,6.0,4.3,5.6
101,291,1.0,28.57142857142857,6.0,9.0,9.0,7.0,9.0,20.0,20.0,15.0,15.0,12.0,18.0,4.857142857142857,6.714285714285714,7.571428571428571,6.0,7.571428571428571,6.142857142857143,6.0
102,292,1.0,100.0,8.0,10.0,10.0,8.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0,10.0,8.0,9.0,10.0,10.0,7.0,9.0
103,293,1.0,50.0,7.0,10.0,9.0,9.0,9.0,23.0,18.0,21.0,18.0,10.0,10.0,4.5,8.0,8.5,4.5,8.5,4.0,5.0
104,294,0.0,0.0,9.0,10.0,9.0,7.0,7.0,20.0,20.0,35.0,5.0,10.0,10.0,7.5,8.0,8.5,6.5,5.5,6.5,8.0
105,295,0.0,0.0,7.0,10.0,8.0,8.0,8.0,10.0,18.0,20.0,16.0,16.0,20.0,5.285714285714286,6.714285714285714,6.857142857142857,5.142857142857143,5.428571428571429,3.857142857142857,4.857142857142857
106,296,0.0,33.33333333333333,8.0,9.0,10.0,6.0,9.0,15.0,20.0,35.0,15.0,5.0,10.0,5.333333333333333,8.0,8.11111111111111,6.222222222222222,7.222222222222222,5.0,5.777777777777778
107,297,0.0,33.33333333333333,8.0,10.0,8.0,9.0,9.0,25.0,25.0,15.0,15.0,10.0,10.0,7.25,6.75,6.5,6.625,6.125,5.125,6.5
108,298,0.0,0.0,7.0,10.0,10.0,9.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0,5.777777777777778,7.333333333333333,7.222222222222222,5.888888888888889,5.666666666666667,4.111111111111111,5.555555555555555
109,299,0.0,0.0,6.0,9.0,8.0,9.0,9.0,10.0,40.0,10.0,20.0,10.0,10.0,6.5,7.0,7.0,6.0,6.5,6.5,7.5
110,300,0.0,22.22222222222222,8.0,9.0,9.0,9.0,10.0,15.0,20.0,25.0,15.0,15.0,10.0,5.0,7.285714285714286,7.571428571428571,5.714285714285714,6.285714285714286,5.0,5.285714285714286
111,301,0.0,11.11111111111111,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,5.777777777777778,7.555555555555555,8.333333333333334,6.777777777777778,7.111111111111111,5.0,6.111111111111111
112,302,0.0,0.0,8.0,8.0,8.0,8.0,10.0,50.0,5.0,20.0,10.0,5.0,10.0,4.777777777777778,6.0,5.666666666666667,6.555555555555555,6.111111111111111,4.555555555555555,4.777777777777778
113,303,0.0,11.11111111111111,8.0,10.0,8.0,9.0,6.0,20.0,25.0,25.0,10.0,15.0,5.0,7.0,7.0,7.625,6.875,6.375,6.375,6.875
114,304,0.0,11.11111111111111,6.0,10.0,8.0,10.0,8.0,5.0,20.0,25.0,25.0,15.0,10.0,6.777777777777778,7.444444444444445,7.111111111111111,7.888888888888889,6.111111111111111,5.222222222222222,6.777777777777778
115,305,0.0,0.0,7.0,9.0,9.0,8.0,5.0,10.0,47.0,16.0,12.0,3.0,12.0,6.5,8.0,7.0,6.0,6.0,7.0,7.0
116,306,0.0,0.0,6.0,9.0,8.0,8.0,8.0,16.0,20.0,19.0,16.0,18.0,11.0,8.0,7.5,7.5,6.0,8.0,7.0,8.0
117,307,0.0,0.0,5.0,8.0,8.0,7.0,8.0,10.0,20.0,20.0,15.0,20.0,15.0,6.5,8.5,7.5,7.5,6.0,6.5,8.0
118,308,1.0,0.0,7.0,10.0,8.0,8.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0,5.8,8.2,8.6,7.4,7.6,6.0,7.8
119,309,1.0,20.0,7.0,8.0,9.0,9.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.142857142857143,8.142857142857142,8.857142857142858,6.857142857142857,7.714285714285714,6.285714285714286,7.0
120,310,1.0,11.11111111111111,7.0,6.0,7.0,8.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0,6.285714285714286,6.857142857142857,7.857142857142857,4.285714285714286,6.285714285714286,3.142857142857143,4.142857142857143
121,311,1.0,0.0,9.0,9.0,9.0,10.0,3.0,50.0,20.0,10.0,10.0,5.0,5.0,8.1,7.8,7.6,7.0,7.4,5.9,7.6
122,312,1.0,0.0,8.0,7.0,9.0,7.0,9.0,25.0,5.0,30.0,15.0,5.0,20.0,6.666666666666667,7.666666666666667,7.888888888888889,6.555555555555555,7.333333333333333,7.0,6.555555555555555
123,313,1.0,14.28571428571428,7.0,8.0,8.0,8.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,7.142857142857143,8.142857142857142,8.285714285714286,8.0,7.0,7.142857142857143,7.857142857142857
124,315,1.0,0.0,6.0,10.0,8.0,6.0,7.0,6.67,19.05,42.86,9.52,14.29,7.62,6.142857142857143,7.285714285714286,8.142857142857142,5.571428571428571,7.285714285714286,5.285714285714286,6.0
125,316,1.0,33.33333333333333,6.0,8.0,8.0,7.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,7.714285714285714,7.714285714285714,8.142857142857142,8.428571428571429,8.285714285714286,6.857142857142857,7.571428571428571
126,317,1.0,22.22222222222222,7.0,3.0,8.0,8.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,8.285714285714286,8.0,8.0,8.857142857142858,7.571428571428571,7.142857142857143,8.0
127,319,1.0,33.33333333333333,5.0,10.0,9.0,6.0,3.0,20.0,25.0,20.0,10.0,5.0,20.0,5.0,7.714285714285714,8.0,6.428571428571429,6.714285714285714,6.142857142857143,6.0
128,321,1.0,0.0,6.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,20.0,10.0,10.0,6.142857142857143,6.571428571428571,7.571428571428571,6.857142857142857,7.714285714285714,5.571428571428571,6.428571428571429
129,323,0.0,50.0,7.0,9.0,8.0,6.0,3.0,10.0,20.0,20.0,20.0,10.0,20.0,8.0,8.5,8.0,6.5,7.0,7.5,7.5
130,324,0.0,33.33333333333333,9.0,9.0,9.0,9.0,8.0,40.0,10.0,15.0,20.0,10.0,5.0,6.5,7.0,7.0,7.0,6.0,5.5,6.5
131,325,0.0,0.0,7.0,9.0,8.0,7.0,8.0,10.0,20.0,20.0,10.0,10.0,30.0,6.0,8.0,8.0,7.0,5.0,6.0,4.0
132,327,0.0,0.0,7.0,7.0,8.0,9.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,7.666666666666667,7.0,7.666666666666667,8.0
133,328,0.0,0.0,7.0,10.0,10.0,8.0,10.0,22.0,12.0,30.0,25.0,10.0,1.0,6.666666666666667,7.333333333333333,7.0,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
134,329,0.0,0.0,8.0,9.0,8.0,5.0,8.0,15.0,22.0,22.0,16.0,15.0,10.0,5.5,7.5,7.0,5.5,6.0,4.5,5.5
135,330,0.0,0.0,8.0,10.0,7.0,9.0,9.0,15.0,25.0,15.0,20.0,10.0,15.0,7.5,7.5,8.0,6.5,7.0,6.5,6.5
136,331,0.0,0.0,7.0,9.0,7.0,9.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,5.5,6.5,5.0,4.0,6.0,5.5,5.0
137,332,1.0,50.0,5.0,10.0,6.0,6.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,4.5,8.0,8.0,6.0,6.0,4.0,5.0
138,333,1.0,0.0,7.0,4.0,9.0,7.0,9.0,50.0,5.0,15.0,20.0,10.0,0.0,7.0,7.333333333333333,6.666666666666667,7.333333333333333,5.666666666666667,5.0,7.666666666666667
139,334,1.0,0.0,8.0,7.0,8.0,8.0,9.0,40.0,10.0,15.0,10.0,10.0,15.0,7.0,7.5,7.0,7.0,6.5,6.0,6.5
140,335,1.0,0.0,8.0,7.0,8.0,9.0,8.0,20.0,10.0,20.0,20.0,15.0,15.0,6.0,7.6,8.2,6.6,8.0,5.6,5.2
141,336,1.0,0.0,5.0,9.0,7.0,7.0,9.0,20.0,15.0,30.0,10.0,15.0,10.0,6.0,7.0,6.0,8.0,5.0,5.0,5.0
142,337,1.0,0.0,6.0,6.0,6.0,6.0,6.0,17.0,17.0,17.0,17.0,16.0,16.0,5.4,8.2,8.0,6.8,6.4,4.6,6.6
143,341,0.0,0.0,7.0,9.0,7.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,0.0,7.25,7.5,7.0,6.5,6.0,5.75,6.25
144,342,0.0,0.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,25.0,5.0,15.0,0.0,6.0,7.0,7.0,9.0,8.0,7.0,6.0
145,343,0.0,40.0,4.0,8.0,10.0,6.0,7.0,5.0,25.0,20.0,10.0,15.0,25.0,5.555555555555555,7.666666666666667,7.777777777777778,5.888888888888889,7.222222222222222,6.0,6.111111111111111
