iid,pid,wave,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,group,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb
332,325.0,13.0,1.0,0.3333333333333333,5.0,10.0,6.0,6.0,10.0,9.0,35.0,16.666666666666668,16.0,8.333333333333334,2.0,60.0,10.0,10.0,10.0,5.0
333,327.8,13.0,1.0,0.0,7.0,4.0,9.0,7.0,9.0,21.4,13.8,19.4,21.2,13.0,2.0,50.0,5.0,15.0,20.0,10.0
334,325.0,13.0,1.0,0.0,8.0,7.0,8.0,8.0,9.0,9.0,35.0,16.666666666666668,16.0,8.333333333333334,2.0,40.0,10.0,15.0,10.0,10.0
335,327.8,13.0,1.0,0.2,8.0,7.0,8.0,9.0,8.0,21.4,13.8,19.4,21.2,13.0,2.0,20.0,10.0,20.0,20.0,15.0
336,325.0,13.0,1.0,0.0,5.0,9.0,7.0,7.0,9.0,10.0,20.0,20.0,10.0,10.0,2.0,20.0,15.0,30.0,10.0,15.0
337,327.8,13.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,21.4,13.8,19.4,21.2,13.0,2.0,17.0,17.0,17.0,17.0,16.0
341,372.5,14.0,0.0,0.0,7.0,9.0,7.0,9.0,9.0,32.5,15.0,13.75,17.5,10.0,2.0,20.0,20.0,20.0,20.0,20.0
342,368.5,14.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,50.0,15.0,15.0,12.5,5.0,2.0,40.0,15.0,25.0,5.0,15.0
343,368.72727272727275,14.0,0.0,0.18181818181818182,4.0,8.0,10.0,6.0,7.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,5.0,25.0,20.0,10.0,15.0
344,368.5,14.0,0.0,0.5,7.0,7.0,8.0,8.0,9.0,50.0,15.0,15.0,12.5,5.0,2.0,15.0,15.0,15.0,20.0,20.0
345,368.72727272727275,14.0,0.0,0.18181818181818182,7.0,9.0,9.0,7.0,7.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,10.0,20.0,27.0,23.0,15.0
348,372.5,14.0,0.0,0.25,6.0,10.0,10.0,10.0,10.0,32.5,15.0,13.75,17.5,10.0,2.0,15.0,25.0,15.0,15.0,15.0
349,368.72727272727275,14.0,0.0,0.5454545454545454,7.0,8.0,9.0,8.0,7.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,25.0,20.0,10.0,20.0,20.0
350,368.72727272727275,14.0,0.0,0.09090909090909091,7.0,10.0,8.0,6.0,8.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,12.0,25.0,25.0,8.0,15.0
351,372.5,14.0,0.0,0.0,8.0,10.0,8.0,7.0,9.0,32.5,15.0,13.75,17.5,10.0,2.0,15.0,15.0,30.0,15.0,15.0
352,368.0,14.0,0.0,0.0,9.0,10.0,9.0,9.0,8.0,20.0,10.0,25.0,20.0,10.0,2.0,20.0,20.0,20.0,10.0,10.0
353,372.5,14.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,32.5,15.0,13.75,17.5,10.0,2.0,15.0,10.0,25.0,25.0,10.0
354,368.72727272727275,14.0,0.0,0.5454545454545454,7.0,7.0,8.0,10.0,8.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,20.0,10.0,20.0,20.0,20.0
355,368.72727272727275,14.0,0.0,0.09090909090909091,6.0,10.0,8.0,8.0,8.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,50.0,20.0,10.0,5.0,10.0
356,368.72727272727275,14.0,0.0,0.09090909090909091,7.0,10.0,9.0,8.0,6.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,15.0,25.0,20.0,20.0,0.0
357,372.5,14.0,0.0,0.5,6.0,10.0,7.0,7.0,6.0,32.5,15.0,13.75,17.5,10.0,2.0,15.0,20.0,20.0,20.0,20.0
358,372.5,14.0,0.0,0.25,8.0,7.0,8.0,8.0,7.0,32.5,15.0,13.75,17.5,10.0,2.0,20.0,10.0,25.0,25.0,10.0
359,368.72727272727275,14.0,0.0,0.2727272727272727,7.0,10.0,9.0,2.0,8.0,28.91727272727273,14.187272727272727,18.689090909090908,20.55818181818182,7.2281818181818185,2.0,9.0,17.0,23.0,15.0,14.0
360,368.0,14.0,0.0,0.0,8.0,10.0,8.0,8.0,8.0,20.0,10.0,25.0,20.0,10.0,2.0,20.0,30.0,10.0,10.0,10.0
361,351.375,14.0,1.0,0.125,7.0,7.0,7.0,5.0,9.0,18.25,20.25,19.375,15.125,13.625,2.0,30.0,20.0,30.0,5.0,5.0
362,351.375,14.0,1.0,0.5,7.0,7.0,8.0,9.0,8.0,18.25,20.25,19.375,15.125,13.625,2.0,20.51,14.53,24.79,17.09,5.98
363,351.3333333333333,14.0,1.0,0.16666666666666666,5.0,7.0,8.0,8.0,3.0,16.666666666666668,16.666666666666668,22.5,20.0,15.0,2.0,25.0,20.0,20.0,20.0,5.0
364,343.0,14.0,1.0,0.5,8.0,8.0,9.0,8.0,9.0,27.5,15.0,20.0,12.5,17.5,2.0,25.0,25.0,25.0,15.0,10.0
365,351.375,14.0,1.0,0.125,8.0,2.0,9.0,9.0,9.0,18.25,20.25,19.375,15.125,13.625,2.0,31.58,10.53,15.79,21.05,10.53
366,351.375,14.0,1.0,0.75,6.0,8.0,8.0,9.0,10.0,18.25,20.25,19.375,15.125,13.625,2.0,14.0,18.0,17.0,16.0,15.0
367,351.375,14.0,1.0,0.25,7.0,7.0,7.0,8.0,5.0,18.25,20.25,19.375,15.125,13.625,2.0,30.0,15.0,20.0,25.0,5.0
368,356.0,14.0,1.0,0.0,6.0,8.0,8.0,8.0,7.0,20.0,25.0,15.0,10.0,10.0,2.0,20.0,10.0,25.0,20.0,10.0
369,351.375,14.0,1.0,0.375,6.0,9.0,10.0,9.0,7.0,18.25,20.25,19.375,15.125,13.625,2.0,17.0,18.0,28.0,27.0,5.0
370,351.375,14.0,1.0,0.0,8.0,6.0,9.0,9.0,9.0,18.25,20.25,19.375,15.125,13.625,2.0,50.0,10.0,10.0,10.0,10.0
371,351.375,14.0,1.0,0.25,10.0,8.0,10.0,10.0,10.0,18.25,20.25,19.375,15.125,13.625,2.0,40.0,0.0,10.0,50.0,0.0
372,351.375,14.0,1.0,0.25,7.0,8.0,9.0,8.0,8.0,18.25,20.25,19.375,15.125,13.625,2.0,30.0,15.0,15.0,20.0,5.0
373,343.0,14.0,1.0,0.0,9.0,8.0,9.0,9.0,9.0,27.5,15.0,20.0,12.5,17.5,2.0,75.0,5.0,5.0,10.0,0.0
374,351.3333333333333,14.0,1.0,0.16666666666666666,6.0,7.0,7.0,6.0,7.0,16.666666666666668,16.666666666666668,22.5,20.0,15.0,2.0,50.0,10.0,10.0,10.0,5.0
375,351.375,14.0,1.0,0.125,8.0,9.0,8.0,9.0,9.0,18.25,20.25,19.375,15.125,13.625,2.0,30.0,20.0,15.0,15.0,8.0
376,351.3333333333333,14.0,1.0,0.3333333333333333,6.0,10.0,9.0,8.0,10.0,16.666666666666668,16.666666666666668,22.5,20.0,15.0,2.0,30.0,10.0,15.0,20.0,15.0
377,351.3333333333333,14.0,1.0,0.0,7.0,8.0,7.0,8.0,7.0,16.666666666666668,16.666666666666668,22.5,20.0,15.0,2.0,25.0,20.0,10.0,20.0,15.0
378,351.375,14.0,1.0,0.0,6.0,7.0,9.0,7.0,7.0,18.25,20.25,19.375,15.125,13.625,2.0,25.0,15.0,20.0,20.0,10.0
